"Uniprot_ID","Gene_names","Protein_names","pVal","phase","peak.shape","period","X1.KO1","X2.KO1","X3.KO1","X4.KO1","X5.KO1","X6.KO1","X7.KO1","X8.KO1","X9.KO2","X10.KO2","X11.KO2","missing_data","X13.KO2","X14.KO2","X15.KO2","X16.KO2","X17.KO3","X18.KO3","X19.KO3","X20.KO3","X21.KO3","X22.KO3","X23.KO3","X24.KO3"
"B9EJ29","Plxna4","Plexin-A4",0.866747564881038,24,18,24,26463.4757469923,30370.7895384256,35826.0352745288,25888.3037258126,26899.4126834753,25667.3087045574,32062.3716988548,30532.743119168,46621.6255570598,48852.3818137758,46348.6913881281,46364.8853857592,46380.3366444189,46280.7663824146,49263.1194876331,51521.351044664,43922.5159550496,50797.155946425,46673.0884438469,47119.9984988059,48302.4944457633,46478.9951423134,47679.4989384013,48957.9046409615
"B9EJ54","Nup205","",0.211903912979799,24,9,24,595558.73303222,592580.811937779,555186.941266879,587119.370035911,556017.804409614,564311.698669435,600273.517300297,579447.28883721,545874.799235396,566983.849438915,537723.849458596,544976.008752131,551895.547190912,533421.55956863,556906.367235736,565307.405953239,548243.11440541,571138.326310612,540795.639217897,551694.892665667,556235.219303073,546029.587789826,559282.470262077,555918.039232394
"B9EJ80","Pdzd8","",0.0953451496401981,21,18,24,125598.658051972,124130.671000607,109429.521741261,124638.535191545,116224.916366515,107231.090008068,134702.682140228,122004.351688955,121591.452385031,126011.05770536,109996.449614345,113391.233949476,116630.316234836,105434.147994573,125286.519565956,132286.367068109,140174.882759789,131808.441654477,125430.962288812,126278.823367365,131304.550551328,126213.033871125,134671.423936781,134022.051854782
"Q3U0J1","Ppil1","Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase-like 1",0.137051045270419,6,18,24,203814.816686704,205416.733881464,197647.041207349,191891.371530502,195676.346990132,198315.216596411,189347.940024155,189734.480757011,194120.395153199,177184.782736186,189385.804343845,186771.549793261,184277.198232665,180766.681469752,176655.633581835,170219.435422593,208303.756069435,241760.502557129,214504.20502863,211050.610464005,173294.927944162,195894.673122846,199083.541147965,184001.353218003
"B9EKE7","Tmed8","Protein TMED8",0.920367900465718,12,18,24,43258.9798326872,48793.5839512541,45315.3093677192,48386.3356248164,47378.6281013676,53477.2065378177,45235.5459809909,49746.6943679483,45570.335788939,42583.8980311598,48787.7890547905,48450.1420380382,48127.9812281894,46869.2712706188,48731.7254316288,44284.4493047488,55116.9569722528,52584.8929654911,59437.6388903176,57437.2862479003,55797.4306632809,55344.4595455579,57661.0054845572,52014.3970841739
"Q91XH7","Ggh","Gamma-glutamyl hydrolase",0.707679871883398,18,9,24,124892.68316119,128888.292033964,135769.819093745,141043.174917641,144583.25918216,146906.050105746,135773.800123193,146735.992261768,155646.281748755,167267.25657421,171968.076224531,170431.687614568,168965.765588693,184784.504560576,164054.037278115,174828.202964286,174607.308194293,167132.730009803,187592.20082042,179887.971256963,188674.112522853,172812.364427482,194151.798662815,182286.336012877
"B9EKI3","Tmf1","TATA element modulatory factor",0.9227536747871,18,9,24,232068.203488657,245473.105761045,245058.81571095,249766.147072399,243506.072729191,266680.350252623,241365.101658631,257671.322181111,244937.347506146,252168.366618502,250877.443778677,250905.670432627,250932.602468879,253174.198429966,245249.012273983,246205.590447438,262802.414894563,278888.482235435,274686.715395593,276347.903407471,263411.912317452,259295.033250364,258933.596233398,259070.999135162
"B9EKS2","Kdm3b","Lysine-specific demethylase 3B",0.144895217726453,9,15,24,250544.18153161,248053.352653806,264473.433244176,247238.437772726,257611.623397901,260346.593430197,251593.246920231,246351.267487626,247829.549955263,250349.395444355,246751.877995352,250043.066540229,253183.304464381,252314.614901566,235803.564789105,235321.38722822,235951.769765141,231831.078270052,253820.89390263,238990.889644269,244320.130717859,215466.283555858,229151.231894698,218731.582067999
"B9EKS7","Pgs1","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",0.787505953222701,24,9,24,26033.3877556463,31899.0193995189,25408.7932269289,26822.9425450459,32045.4369675651,28888.3677294878,30473.9896144628,27040.775600374,29451.7136076078,32009.8254962039,28457.1389529255,29391.1431639442,30282.3091985746,28159.2138389742,30743.1898099322,31160.1414957249,29964.3920298155,31375.0510921298,29210.56023331,31393.3040648098,31547.5828131466,33125.8649562954,29923.4941453913,35162.9336425262
"Q80U74","Urb2","",0.802602873170312,21,12,24,19814.845389797,19410.8419043807,18114.9028657442,19497.8085227459,18987.1970698282,18190.5294444476,19006.3086749784,17075.7893903624,20695.1366064317,20105.3989931743,19506.6537795417,19367.5248201318,19234.7770213564,19181.9997877664,20889.6000090283,20462.2876104752,16795.5097981099,16916.1486211228,15528.8069270386,18017.6225437947,18129.9950008859,18496.1998614396,17183.2476692473,17025.8376073699
"C0HK80",NA,"",0.275637595156187,24,9,24,43860.3498662357,53006.355388255,38646.3388248617,44205.6339022265,45318.3319360484,41973.6182627917,52061.7560317605,56374.2456618391,51511.5210153764,53127.7005387402,49876.5420252191,51769.9336755816,53576.4847694095,49589.8525832607,55560.4843472517,54240.0007732536,59865.9202611236,59462.0772479692,58574.2942515557,57381.7819211875,61546.9390723099,51659.0585688781,62836.1477886023,65563.1218527356
"C4IXU1","Pde4dip","Myomegalin",0.739383187221422,24,15,24,137999.89135009,152054.808058506,134017.274138512,148081.664543425,140623.741748884,143525.395989639,147198.56544746,151336.421037079,129706.706576391,127616.377785465,133939.238263847,131383.640892583,128945.256195177,129712.085437209,130934.136341189,130038.764280684,117871.173327262,125566.904242766,125620.922058685,125050.286538406,123117.377579537,118036.990928658,124777.129085813,126586.612281321
"Q99KV4","Mcfd2","Multiple coagulation factor deficiency protein 2 homolog",0.163524084666972,15,6,24,273044.419852474,251355.970323351,295591.683318256,291739.772988627,297274.326928036,292375.741126194,289622.586189063,314198.927810431,277667.67887319,335395.255223296,302812.910305001,296818.294595751,291098.622406138,321053.322144879,231031.232197349,270162.525136026,251535.852474755,280392.533182608,276896.017368409,273171.844325596,319761.98508048,260124.033642269,259702.191154053,276451.270351642
"D0EX61","Mbnl2","Muscleblind-like protein 2",0.7010502045741,18,12,24,64190.1133505575,59376.6818321316,63620.1557545587,61452.4957539959,61566.5234450895,64745.9882679777,55827.064017868,63749.7132571977,56333.0697898342,58195.3448097546,56854.6906287547,58112.2694134119,59312.1692484842,59959.9943371722,57402.9250602402,58071.9617511273,60113.7276129552,54349.0387379725,60303.7229575115,59239.0261214257,59684.1010738363,62038.9412282193,58616.1810761989,61629.1732724448
"D0QMC3","Mndal","Myeloid cell nuclear differentiation antigen-like protein",0.898527310627282,18,15,24,228270.385711165,227813.053513153,228373.45549254,242654.840183602,223092.53897213,248283.789522513,226435.529385858,235896.836501332,214431.988399007,216690.346246636,205528.960146936,212993.516341664,220115.710081106,216169.095925052,225952.12991901,224966.372236865,236844.919169037,238996.147487621,228000.500071088,242922.896803365,230242.442639527,270849.89550479,232317.012708255,233589.07623191
"Q6Q477","Atp2b4","Calcium-transporting ATPase",0.0656964285039675,24,9,24,117040.679555357,107248.002397257,107552.540768152,116026.873169382,107783.648219733,108810.995183664,122100.986074191,125426.952127613,126943.362040408,121496.507218736,119382.832102616,121974.715898709,124447.722741224,126904.875510459,134193.194444401,134231.331944076,141854.374580304,133043.182228932,131986.983323532,132349.416409653,134754.641169484,141165.272497818,143964.714876208,143325.504593804
"D2CGM4","Ifih1","Interferon-induced helicase C domain-containing protein 1",0.787371201459479,6,18,24,498553.226386356,501280.121729843,510786.631562444,495507.629237753,499130.193834229,510463.06676531,493635.153037389,473286.19274944,476856.45866705,512345.412844012,493396.427203705,488320.867264038,483478.098279059,485942.609654346,451284.854161196,460623.933321356,453076.024277062,423495.653928341,445893.172899627,433046.991243726,449015.777031032,446642.592560771,448246.14328974,413283.030053073
"D2KHZ9","GAPDH","Glyceraldehyde-3-phosphate dehydrogenase",0.655018668591295,12,9,24,19712903.4282456,19610449.9793137,19839876.1908836,19924020.859995,19557116.4644498,19649195.7436999,18612815.1474903,18909924.6937943,19426420.7061434,18686597.9529775,19499461.747772,19555407.6934541,19608787.6739499,19499145.5874064,19149480.5100091,18750511.7345411,18424116.1651289,18589681.370522,18611534.8169352,18399866.4618725,18200341.9279153,17839625.4996585,17781757.2900023,18779204.378482
"D3YTP3","Mtx3","",0.876380129353816,15,15,24,21134.6697710388,21416.9384788764,20149.0951428793,19826.2744810425,22216.6435843439,19710.7807520333,21473.8847289957,20116.6286903707,20190.0954041749,20274.7230671918,23890.3790503901,22882.6540500059,21921.1484357961,20618.4290960713,22616.1184243056,20739.3846127117,20141.2131041713,19003.0455639227,22880.9916277741,20299.1800211938,20828.0637759881,22106.4659561053,20575.144507642,22783.6495436502
"D3YTQ3","Hnrnpdl","",0.542828203457921,12,9,24,838764.744011842,816461.249225916,831155.998378578,810595.124872957,809242.016385126,811492.984849592,758165.707062303,768208.890164955,747205.521846687,725756.730874339,774309.451505753,751698.576877248,730124.751786855,725029.061664715,705084.030514555,692091.976636494,653906.884926652,713999.564038256,677065.605519301,732447.399718766,682060.515598149,698085.735430117,660732.550132427,710066.850131579
"D3YTR3","Mex3d","RNA-binding protein MEX3D",0.904555495123761,12,12,24,87969.2253885733,87922.2380983903,88814.4065596357,82318.3711179684,84917.0782015789,84271.0367862864,83605.6618645829,80595.8124531114,86523.3086827477,81531.9947012678,80121.4956291481,80422.8415136878,80710.3661455997,78061.8521410742,79656.1473148779,77906.1010786802,76284.4913285921,70888.8418971498,71400.2490869116,83322.8048907497,77384.7473670417,82747.5643717586,76836.2257852866,76127.2609493439
"D3YTR6","Spns1","Protein spinster homolog 1",0.17850915742685,18,15,24,25969.3065469017,28016.7645802673,26622.3368471605,27416.5253835861,28185.3507568142,27331.5862379297,27392.8597382667,25040.3165924463,26620.4506242376,29638.1819843273,24957.0777210493,26406.9059721523,27790.2377368146,28631.7894765531,28861.1661006543,29893.0082789035,27916.3554675646,27280.7797146995,27918.0213553328,27904.9994108431,28942.5203896624,30272.6591296589,28513.6114824645,30000.1035411124
"D3YU12","Nmral1","NmrA-like family domain-containing protein 1",0.30961311136069,12,9,24,246336.655747838,258433.970346852,249026.452785995,262924.796378763,254387.187033121,265656.377234958,244744.358005697,258430.883324561,271074.603226793,254928.822314946,262066.10775304,262377.931720534,262675.453857304,253951.948320569,247758.764352761,250365.816209402,264429.321300031,260902.008463969,255984.279064832,255712.118426895,259121.99816222,256154.750057252,256740.786780101,238878.316723721
"E9QP59","Lemd3","Inner nuclear membrane protein Man1",0.150173559352736,6,12,24,90815.1963563505,94434.0290113214,82242.1479724325,82233.5752104607,77073.9033061704,77866.2864143295,93888.4941275043,86045.1763321758,83536.3737060436,81835.4567796854,76831.316380593,79097.3519273509,81259.4555760411,72672.9249895327,82948.2479700003,76422.103754055,75708.6772530215,80411.5035584693,69367.3438392399,87639.3069639999,71203.9388247268,74293.0491712067,74870.4277881048,79319.9650416404
"D3YUJ0","Evc","Ellis-van Creveld syndrome protein homolog",0.0557659031732938,24,9,24,33928.7236224237,35425.2139756043,32779.2296756912,28456.5761646503,33992.0298115997,33403.7939701136,35418.2683222164,35334.6299028851,32651.3513179803,47065.0356977879,32059.5850419342,32504.914261579,32929.8184216395,35359.5276402735,31081.7119422344,34588.6522595402,33985.4036100606,33800.1029638169,32285.6009504979,38010.6288601814,33085.2220922936,38065.4105389195,34148.0186744442,36279.973860265
"D3YUM1","Ndufv1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",0.873888134080016,12,15,24,800980.64408286,839778.768269686,828720.970995761,865117.50064349,854525.55112583,847995.823893341,841737.601235319,883143.852422867,899957.291017509,875137.970682234,941879.415754405,927673.556898717,914119.250873552,914041.169100843,918701.457407342,877572.437169045,886243.334963185,930271.082929524,925639.706670327,926717.263785951,903261.004422835,937553.771822625,903760.531559097,951396.720376565
"D3YUP0","Vps8","Vacuolar protein sorting-associated protein 8 homolog",0.388844408790848,6,15,24,96554.2032354402,114243.02960328,100072.115690653,104707.614135603,102676.127240872,103029.75640402,105105.507557759,107668.55995208,104789.652679245,111273.00436272,110321.372714917,110935.707579312,111521.865926971,107508.429594756,107066.740637599,111864.487245289,105420.815302659,114786.511038817,108513.913529716,113771.96351628,107602.607981733,109403.572608389,106243.366674552,110827.715789378
"D3YUP1","Carm1","Histone-arginine methyltransferase CARM1",0.0641593274504899,12,9,24,305486.493235674,303269.407062515,307440.13568707,306392.339524969,306143.177551978,302521.503864218,288953.780538318,297122.507403906,306031.354135327,301240.962690159,303534.068314991,301708.530280376,299966.720690888,304885.795242262,284477.566273168,286882.716386578,288831.369780661,293867.035060324,277777.891002709,297804.661702997,295244.384294195,301593.456692665,289718.303078764,290280.368250858
"D3YUX2","Mpdz","Multiple PDZ domain protein",0.828546244955609,9,18,24,307886.585176077,315788.963575872,331082.923865712,304622.72448704,323562.496853269,314286.724116989,315774.267040202,319825.015957054,330619.85236348,334900.910205532,335038.352815493,336629.097623005,338146.882795165,362022.850254415,333163.380662522,339617.798868317,351842.847521807,394527.00704559,379353.217350386,372938.602573572,357412.931176586,347270.676917015,354024.065113478,350859.03406236
"Q3TDT0","Trim3","Tripartite motif-containing protein 3",0.244510251366627,15,18,24,133397.586974477,129677.143539354,138657.821303513,128820.512594735,142105.968268791,134267.845175337,140394.700059969,144461.789318014,131946.451157151,141197.883791952,132612.83599932,138095.365105918,143326.437585071,148249.132109787,137174.373219312,150842.024716538,146039.268070779,145407.059592993,140843.908300077,151125.618874374,151499.461115956,148272.189390338,145743.484228378,147082.583480449
"D3YV13","Dtx3","Probable E3 ubiquitin-protein ligase DTX3",0.766910704642528,9,9,24,15986.4103792213,15288.3938485619,15767.9322040508,15091.5611638117,16833.7851677421,15339.9766259408,18621.1068331407,17821.5909010939,25320.1097572302,23796.6255667025,26264.4835462392,25586.4304181401,24939.4762499382,23475.4903395054,25221.6238156325,24854.2864992894,21445.554318069,22559.5806108245,23895.7340921582,23417.7850691512,22567.7227218243,21092.0895509965,22537.6826690677,21976.3658760407
"D3YVC9","Slc25a16","Graves disease carrier protein homolog",0.816611013027917,6,12,24,6435.61914295397,6318.30091151682,6298.54552196291,6366.15448707256,5448.93520483449,5619.15926104456,6358.49785316777,6169.0938580887,6486.53436324277,6690.14115644783,6401.65519526176,6630.80357265741,6849.44204175266,5559.5160792702,6631.21905818541,6104.37343391654,7242.73149350425,7270.50544999853,7315.81497528226,7192.53498536682,7858.84653771719,7341.29257080599,7034.64801999697,7796.66592097538
"Q3TFC0","Mov10","Putative helicase MOV-10",0.347189769180848,9,15,24,908269.470972107,925068.117977297,901613.766755962,962888.373067485,885749.588697456,888906.882149918,894736.873556438,880922.274153765,880919.608605539,896493.450655862,886615.236775159,873159.703140035,860321.308610348,887913.097025332,857078.034427907,867746.699441264,857852.270371853,827603.779405119,889109.573932423,874396.984899899,898472.646660169,846678.074213627,874324.396031359,842493.103664537
"D3YVS7","Cystm1","Cysteine-rich and transmembrane domain-containing protein 1",0.390149924925967,18,12,24,15224.7393059845,13778.0087879937,15936.9204587867,17153.8224197109,15330.3858518538,17978.6232784246,15332.5176988159,15962.1991768791,12943.7264748353,15138.9259629396,13139.20260991,13702.8321114466,14240.6107016921,13225.4408043375,13446.1261831314,16999.4452776653,15108.8346028493,13456.1551190711,15105.7617810196,14816.6588461415,16546.4964868708,16361.7623525404,15773.3723754632,13428.8115785862
"D3YVU0","Usp46","Ubiquitin carboxyl-terminal hydrolase 46",0.694202278882195,18,15,24,30008.4088404569,29498.9543059563,27021.4830535379,29387.8575382484,27220.7653832115,30885.2492225556,28269.3740742747,32851.8896195821,26442.7230600513,29472.0186990083,26924.3783819101,28124.446365595,29269.4731370918,32078.2184302954,27217.6001028403,30916.0859372974,27857.8165560087,27409.4542676657,28545.6309117867,27793.0933231636,28062.57911476,28495.7354915827,26783.7391037564,27919.5313048476
"G3UYX3","Nova2","RNA-binding protein Nova-1",0.217411529277114,6,9,24,71645.7402721003,95728.3988925098,67444.4035330636,83242.0549091794,66878.4716249706,86912.7432934637,65272.5680581909,90364.2214376524,78109.8830904325,71582.7132761698,77046.6957033366,76727.1664584343,76422.2924474087,77833.0884550555,71951.6703303875,71698.6444859198,93416.0905746372,117024.620922459,99383.4574485203,87287.9103929684,56930.2080990176,62358.6085985979,79895.3266823388,58945.3868013091
"D3YVW2","Golim4","Golgi integral membrane protein 4",0.479290706446825,21,18,24,350741.110134784,340123.973409874,317940.641089582,327944.702648381,320695.330634736,318116.663734448,366602.865104987,349401.407072456,365586.211083148,378824.847288966,326751.094973518,335999.905161557,344824.517944976,332839.403549547,366987.307121257,365340.377862278,400860.001576363,398502.391661808,385442.881726046,385843.104990115,383718.894056703,379171.096943818,400844.903754512,366876.430635959
"D3YWH4","Tm9sf1","Transmembrane 9 superfamily member 1",0.277352090434383,21,15,24,104369.428666547,104086.61899511,98449.3719484984,100574.435189604,95723.0757048412,95799.2786004587,109090.887927422,106188.888412984,112640.153190108,115686.55961161,106308.068766395,111474.538479786,116404.047654587,102812.38106797,120023.035424759,113673.688257047,110366.570790976,106489.858640036,106868.805070545,99372.6029430361,113693.766058524,101851.045303385,112808.889725596,110350.78557334
"D3YWI4","Mpv17","Protein Mpv17",0.0548225139709884,24,18,24,53205.9793119093,52931.2924794668,54690.9731444939,53928.4697015532,51922.4544064733,48885.93104558,58656.1364853347,64035.3949165235,52619.4216166688,56415.3491255459,54067.9949926167,53013.68288506,52007.7268850017,51533.4476638818,55716.4216254226,58869.3873161466,58450.8555056996,55788.3379141318,56566.4837549426,59557.6224097634,59361.1665260633,56076.2549865207,60369.8920985043,59793.0206003148
"D3YWS8","Leng8","Leukocyte receptor cluster member 8 homolog",0.665191252724429,15,6,24,94892.2495249159,91162.7366224811,94649.7160461496,88871.7408310002,101121.852256408,82736.7234391483,92329.2286066762,88936.4307911067,88566.2014562141,92084.2773357892,92931.4972531986,94066.6474034327,95149.7338030013,84418.9790586392,88646.4365122937,87321.4430705395,80505.1488879467,84488.0532708934,81551.1828631047,88228.5828531297,82297.2289892783,90491.3870248063,82043.1708492082,86116.925543536
"D3Z7N7","Spsb2","SPRY domain-containing SOCS box protein 2",0.783601188368106,3,12,24,2753.49138387447,2875.70938542402,2535.58831071743,2556.38210165961,2718.58713274385,2568.14290745053,2565.02144224414,2739.73421626825,2883.25387873795,2296.23453458428,2351.34181964258,2365.94972747836,2379.88764247562,2608.37481536901,2001.7935876085,2591.83438907164,3864.72516512669,4863.29960327142,4185.92331671702,4071.75987254316,2426.44678293781,3269.80454388707,3284.13294970879,2284.65864789146
"D3YX85","Asap2","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",0.700001476026737,6,18,24,93529.551338944,90489.0270331295,88076.9443715158,87342.2324748606,88039.3942170765,91773.0262842831,89009.8368961076,91875.0386081037,84466.9873892432,87174.2655281574,81974.4363992392,85873.0433505007,89592.840388191,86028.2373449556,80745.9888022923,81966.0262601998,101909.546268755,104609.475944978,100460.824403136,96751.9608939025,84156.5676380545,84241.3664222449,106855.981995681,81479.1799626968
"D3YXA8","Slco3a1","Solute carrier organic anion transporter family member 3A1",0.431844031332891,24,9,24,3803.70843805864,3712.15386713863,4226.05582552731,3313.83590611971,4272.71705567178,4764.00475984193,4397.37807357473,5341.78369192997,5345.11433664804,4789.44946372949,3679.34500585784,4375.86889539718,5040.44666211735,4654.90156230723,5630.55822216844,5695.45575100249,6762.6292792303,7864.63961560928,6289.42636433751,7900.35289473407,5439.66916879264,7641.98793907533,7005.93849569746,6994.55947037964
"D3YXG0","Hmcn1","",0.0757755619326695,24,6,24,1507648.84255413,1548613.30619225,1623646.88213854,1625021.86842474,1669154.76831523,1681461.34313533,1764741.78183884,1813998.98541808,1605548.55683925,1638329.67399109,1647923.35017025,1684392.28732767,1719188.57382227,1707844.64386735,1758948.92751075,1793379.65098722,1776843.494177,1837266.34988308,1900955.53532716,1906328.15442713,1866305.29381815,1920792.92567541,1903258.41837238,1942957.94842894
"D3YXG0-2","Hmcn1","",0.75047892267384,18,15,24,3038.31218881799,3552.9708946905,3520.29670304482,3229.23197507415,3695.77199525316,4572.66381558708,3208.65789577025,4714.44377181671,5519.03187640866,5222.15303728132,3990.96163404052,4512.00195465503,5009.14472010154,5181.89056949926,5471.25771939245,5049.38904162375,6126.71162633978,5204.64648253947,5693.3832266844,5782.45025715594,6173.45900326872,7336.8177749696,5989.55855755306,5738.85893372218
"D3YXK2","Safb","Scaffold attachment factor B1",0.050630914879058,9,15,24,768295.877179546,741120.134432642,754560.068220605,746759.391211313,744306.527908263,732287.637811441,705430.754318738,730263.690740953,708920.460644972,700028.592418037,721624.269481342,702620.116466736,684487.590420562,706163.077840455,686053.895840819,681354.224971288,740395.528113063,721902.338148316,760383.756583114,704973.933279613,689635.735934157,670394.845568268,717391.608253305,659886.358664225
"D3YXP6","Pmvk","Phosphomevalonate kinase",0.244505684533868,6,6,24,129497.175307143,133817.746446516,127420.661374669,112874.121316865,117985.952446801,108619.595474892,119992.201821061,107855.592411943,110093.567197932,110641.598769044,99587.8010735673,101437.995089555,103203.329811897,98406.61884404,102822.537338147,105539.374429762,107069.825915828,107068.312959114,93738.9179569155,98315.6050669783,99353.9156447244,104858.298157741,101712.898546744,100476.777027649
"D3YXW1","Llph","Protein LLP homolog",0.852584678843719,9,9,24,88315.4791968726,90574.4573760133,90213.3024175568,86835.9240388903,86766.8164335906,85886.2744672059,87936.8087180639,82949.3696822135,82530.1526558675,73905.0305547016,88864.8534359452,87748.7970642388,86683.9287055484,70286.748253332,82910.7805515316,74521.125257622,65827.1976259634,68926.8453072416,68236.3224852626,70851.3838317284,72654.2400209586,69535.1953052328,71143.3041075468,72841.6063055328
"D3YXZ3","Klc2","Kinesin light chain 2",0.901944678212932,18,9,24,133891.96356883,148453.903458485,134150.915509096,144439.100598765,140745.20579121,155791.091759313,138287.340787282,153190.957807565,144093.087377694,151466.202575421,145918.745666575,147652.671174432,149307.070052888,152412.958611707,144715.546530705,149119.875269281,135413.994848896,139926.763297987,139326.674025036,139107.30470012,145192.852891721,133068.11756431,137287.674238683,138400.614491522
"D3YXZ5","Rbm47","RNA-binding protein 47",0.763183958487866,3,9,24,22508.6252187734,19636.2155040642,19797.4279377268,17152.508330884,19775.6057927386,21121.7677995256,18204.9423485237,17780.1248946531,20424.409181692,22090.0116557211,21358.2930380163,20835.4696507244,20336.6255990934,19608.0311946229,19916.5530562101,19822.3088230408,19924.1013509215,18892.5730744331,20816.1474612682,20287.1431339017,21006.1463436026,20773.1986419325,21506.4764913423,21031.8102021873
"F6T9K1","Drap1","Dr1-associated corepressor",0.807301469443927,18,12,24,145025.655754251,154056.65017581,137586.661383655,137191.578743151,137973.99182504,139024.764044355,130851.216966067,147173.73607049,128023.306359682,117986.453088316,128853.89065788,128432.460276641,128030.358832889,131198.573259177,129288.793784483,124309.211927057,120028.239224086,123657.591966245,124897.433614456,123758.482103062,115950.968464119,124533.248300507,123701.323931931,129088.465828077
"G5E8N3","Setdb1","Histone-lysine N-methyltransferase SETDB1",0.275637595156187,6,9,24,63129.5999555614,65018.4331787367,63833.3115848215,59855.9909965327,59221.8022624845,65985.7043135301,59558.2751650016,59578.5633126484,59247.4582053264,59018.1056980111,56656.5731885716,55770.2867811749,54924.6499693613,58671.3535399477,57118.5973601575,54108.5213372561,59514.5688066858,65733.9213433373,54459.8453545204,58375.5271573224,57159.4224890179,55442.4008572472,57433.9447879197,59820.1961624911
"Q3U2S1","Dfna5","Non-syndromic hearing impairment protein 5 homolog",0.736541388006623,18,15,24,5222.10937285408,6070.75345825333,5056.38508951828,6815.93342752106,6772.34973726655,5734.31316051012,5778.79648618955,6931.80584740272,6417.39608020865,7571.66428287979,6334.25089961329,5993.56482735247,5668.50434851448,6776.50591793728,6702.85185076046,7294.86858524807,6859.16407903988,6680.75991582654,6280.16974250436,7653.05648421573,8008.59419014383,7489.05598363388,7593.97585773084,6667.18233296674
"D3YYS6","Mgll","Monoglyceride lipase",0.865449989705832,18,12,24,55752.3977398889,54288.303885979,53666.2065987059,59060.4353248586,59519.3519250756,61148.2767454418,59426.0437378076,66065.1656759383,64847.2488245115,62656.8079204258,66097.1152031102,67680.57518021,69191.409641276,69229.1874368538,65473.1686159086,65897.1629212428,73777.0943111648,79340.549088762,79384.3704812538,75912.1548833207,78488.7268814288,77122.3801958188,71142.5303384728,80668.2532064504
"D3YYT1","Glyr1","Putative oxidoreductase GLYR1",0.804049328998899,24,9,24,240280.785133451,243099.739280239,229703.915240067,236281.137523408,237032.538535095,240518.44432852,229809.428222294,237755.659959203,235758.073013852,241536.614806623,234554.752733081,240044.494457744,245282.448747668,218868.111146934,240041.607741534,243093.777441232,221991.100351641,233489.028946731,225335.047533584,227764.414761764,223324.55496283,249974.35206991,224790.364017578,226933.558197974
"D3YYU8","Obsl1","Obscurin-like protein 1",0.0817252626264203,18,15,24,304916.45917211,320106.188421158,301804.315040798,319703.195387346,308119.570246866,330280.701914571,317623.226794672,310047.407865603,305686.340686135,336082.705679058,309571.057705054,311381.3610156,313108.634622834,314356.964262729,313382.531690347,312681.683010938,302564.006707281,299115.698648737,295297.770736152,314724.947582003,303897.877631839,319808.873092319,298135.990774063,309746.314511522
"D3YYW8","Rbm42","RNA-binding protein 42",0.237540824302579,15,18,24,26272.9035716649,27702.0767961377,24996.0076099076,29013.7531101086,29334.5761588029,27256.5506130672,28960.7127839465,26262.5306136176,26126.1789547688,24917.4762007016,24939.3695904629,25386.6171633512,25813.3516912332,25602.1823782884,24354.1267184779,25302.8274862732,25180.6544413509,27193.4057883494,26682.4941956507,26831.4858503046,29453.8866634989,27702.2561497778,28165.0204120161,28233.0966102934
"D3YZ09","Gar1","H/ACA ribonucleoprotein complex subunit 1",0.770442279894256,3,6,24,245945.225840448,241553.337848314,240889.303367142,217104.455763826,221294.951391235,241190.951632995,237946.297569385,204974.727330987,201906.712528093,201820.240200781,180521.578736516,189072.642026697,197231.51012845,162580.652213386,203246.683753811,206356.732980433,191319.431412783,187398.409316007,165102.886744312,175934.714406691,181948.12920413,191653.167322616,184551.410323956,178789.63570217
"D3YZC7","Brd8","Bromodomain-containing protein 8",0.910999989164033,15,9,24,38788.4644371001,39523.9118932598,39150.6140124594,35798.1894199563,41168.1676477148,39475.1968112275,38786.7442517061,37201.0905576626,36865.0268832113,36941.8774556071,39923.3370736948,39963.7481432855,40002.3057560001,38225.0787294187,39478.9234857998,37108.8656205299,40757.6823920514,45449.5257100501,39644.2662111459,40594.7741690063,37414.8936556946,39881.3393025247,40246.2575678052,40525.7402794528
"D3Z442","Aamdc","Mth938 domain-containing protein",0.820966794033509,9,18,24,87917.7687700658,93224.0483379122,92166.0554907032,89879.9456009263,93162.6029851024,92727.4174157864,84468.7021907674,93532.569060475,83602.4704661403,96787.5071931376,93937.2299380224,93618.1649348191,93313.7338730106,98612.6241448249,95435.803598926,95258.1404775132,97686.3596735247,93436.1683785607,97236.2367990333,94756.9772241548,92937.0769081344,90734.6227187189,95673.4545916532,88334.3460688113
"D3YZG8","Mthfd2l","Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",0.869992403085869,6,9,24,35161.8114210538,36652.4570537764,35010.798855771,35920.4697645011,32616.0543879667,33105.5599843923,34581.1791277518,32235.9361856972,31995.4182225301,33632.6264004413,31536.1756907303,30649.2835682449,29803.0688225126,28985.9910211579,33581.8639172686,32333.9659273586,43382.5626069042,42184.2588935764,38851.8336268906,41986.1478663277,40735.155099482,44315.3284680162,42511.1503922177,39157.8383304638
