"Uniprot_ID","All_ids","First_id"
"E9PYK3","E9PYK3;Q6A0B1","E9PYK3"
"E9PYL2","E9PYL2;Q6PDJ2","E9PYL2"
"Q9CXW4","E9PYL9;Q9CXW4;Q8VC94","E9PYL9"
"E9PYP2","E9PYP2;E9PV03","E9PYP2"
"Q9ES07","E9PYQ9;Q9JM03;E9QMN8;Q9ES07","E9PYQ9"
"Q99PP6","E9PYZ4;Q99PP6;Q99PP6-3;Q99PP6-2;K7N6K2;Q3TAH7;Q3TA29;J3QNR8","E9PYZ4"
"Q61207","E9PZ00;Q8BFQ1;Q3U8C4;Q3TWL8;Q3TWM9;Q3UAS4;Q3TXJ0;Q3U897;Q3U825;Q3U5W2;Q3TXP9;Q3TWF9;Q3TKB2;Q3TIT5;Q3TID4;Q3TWE9;K3W4L3;B2RUD7;Q3UFE8;J3QPG5;Q61207;Q3TKK3;Q3UE29","E9PZ00"
"Q05793","E9PZ16;B1B0C7;Q05793","E9PZ16"
"E9PZ21","E9PZ21;Q3TPK8","E9PZ21"
"E9PZ26","E9PZ26;G5E8P1;Q571F6","E9PZ26"
"E9PZ73","E9PZ73;Q3USK5;Q3UFP5;E9QAK6","E9PZ73"
"E9PZB3","E9PZB3","E9PZB3"
"Q01768","E9PZF0;Q5NC82;Q01768;B0LAA8;Q8R4B4","E9PZF0"
"Q61179","Q3UKQ7;E9Q8M6;E9PZJ2;Q61179;Q924T6","Q3UKQ7"
"Q6P2L7","E9PZJ6;Q6P2L7-3;Q6P2L7;Q6P2L7-2;A2AR60","E9PZJ6"
"E9PZJ8","E9PZJ8","E9PZJ8"
"E9PZM4","E9PZM4","E9PZM4"
"Q9CSS1","Q9CSS1;E9PZM7;Q6ZPE9","Q9CSS1"
"Q9QXQ1","Q8CBS2;E9PZN2;E9Q0W7;Q9QXQ1;E9PW23","Q8CBS2"
"E9PZP8","E9PZP8","E9PZP8"
"Q61387","Q3UDK5;Q3U7R2;E9PZS8;Q61387;Q99KD6","Q3UDK5"
"P47758","E9Q035;P47758","E9Q035"
"E9Q043","E9Q043","E9Q043"
"Q8BWW4","E9Q066;G3X9Q6;Q8BWW4;Q3UT02","E9Q066"
"Q8K0D2","F7B276;Q3V1J8;E9Q092;E9QM92;Q8K0D2-2;Q8K0D2","F7B276"
"Q4KMM3","E9Q0A7;Q4KMM3-4;Q4KMM3;Q4KMM3-3;Q4KMM3-2","E9Q0A7"
"P51880","Q5NDA4;E9Q0H6;P51880","Q5NDA4"
"Q9QXL2","Q3UHE7;F8WGN6;E9Q0J5;Q9QXL2-3;Q9QXL2-2;Q9QXL2-4;Q9QXL2","Q3UHE7"
"Q8K2G4","E9Q0R0;Q8K2G4;Q8K2G4-2;B1ATV4;Q3V165;B1ATV6;B1ATV5","E9Q0R0"
"P46062","Q3UV58;E9Q0Y4;Q3UE96;Q7TMS2;Q3U146;Q5DTP8;P46062;Q3V403","Q3UV58"
"E9Q137","E9Q137;Q9D7D9;Q99LS5;Q3TXY2","E9Q137"
"Q61062","E9Q150;Q61062","E9Q150"
"Q9EP82","E9Q156;Q9EP82","E9Q156"
"E9Q166","E9Q166","E9Q166"
"Q64331","E9Q175;E9Q3L1;E9PVU0;E9Q174;V9GXM4;V9GX76;B2RWR8;Q64331","E9Q175"
"E9Q1G8","E9Q1G8;Q8C2A3;E9Q9F5;Q3UNN1","E9Q1G8"
"E9Q1P8","E9Q1P8","E9Q1P8"
"Q01405","E9Q1S3;Q01405;Q8C1E4","E9Q1S3"
"Q8BM85","E9Q1W7;Q8BM85;Q8BM85-2","E9Q1W7"
"E9Q238","E9Q238;Q6AXG6;E9Q944;Q80U69","E9Q238"
"Q5SU73","E9Q284;Q5SU73;Q3UJN9","E9Q284"
"P0C7L0","E9Q2D0;P0C7L0;D3Z5R4;P0C7L0-2","E9Q2D0"
"E9Q2E4","E9Q2E4","E9Q2E4"
"Q80TP3","E9Q2H1;Q80TP3","E9Q2H1"
"E9Q2I4","E9Q2I4;Q3U224;Q8BUZ9","E9Q2I4"
"Q62440","E9Q2Q6;Q6PFG2;Q5SQA2;Q5SQA4;Q5SQA3;Q62440-3;Q62440-2;Q62440;Q62440-5;Q62440-6;Q62440-4","E9Q2Q6"
"Q9D920","E9Q2W8;Q9D920","E9Q2W8"
"O88522","E9Q2Y3;Q7TSS3;O88522;Q8VC91;A3KG44;A3KG41;A3KG38;A3KG40","E9Q2Y3"
"O55128","E9Q317;Q4FZH3;O55128;D3Z2N9;D3YY73","E9Q317"
"P62876","E9Q3B5;P62876","E9Q3B5"
"Q7TN75","E9Q3F7;Q7TN75;Q7TN75-2","E9Q3F7"
"E9Q3G7","E9Q3G7;Q69ZT0","E9Q3G7"
"E9Q3G8","E9Q3G8;Q80WR0;Q80UN3","E9Q3G8"
"E9Q3L2","E9Q3L2;A0A140T8I9","E9Q3L2"
"Q61490","E9Q3Q6;Q54AJ5;Q61490;E9Q4G8","E9Q3Q6"
"Q3THX5","Q3THX5;E9Q3X0;Q8C2S9;Q3U7S9","Q3THX5"
"P59438","Q640Q9;E9Q3X4;P59438;P59438-2;Q3TU08;Q6ZQ01;F6Q7C7","Q640Q9"
"Q9ESE1","E9Q3Y4;A0A0A6YXL6;Q9ESE1;Q9ESE1-2;A0A0A6YXX3;Q9ESE1-3;A0A1D5RM41","E9Q3Y4"
"E9Q411","E9Q411;Q6GQV6;Q80XK8","E9Q411"
"Q6P2K6","E9Q481;Q6P2K6","E9Q481"
"Q62030","Q62030;E9Q4D0;F6XJP7;H3BJL4;Q99LE4;Q8R0Y1;O35171","Q62030"
"E9Q4K7","E9Q4K7","E9Q4K7"
"P54310","E9Q4M2;P54310;P54310-2","E9Q4M2"
"E9Q4N7","E9Q4N7;E9Q6R4;E9Q4N6","E9Q4N7"
"E9Q4Q2","E9Q4Q2;Q3TZI3","E9Q4Q2"
"O70566","Q6W4W7;E9Q4U7;K4PWM5;O70566;Q3U4Y4;Q8C414","Q6W4W7"
"E9Q4X2","E9Q4X2","E9Q4X2"
"E9Q512","E9Q512;B2RY51;H3BJG4","E9Q512"
"E9Q555","E9Q555;A0A171EBL2","E9Q555"
"P46735","E9QNH6;E9Q580;Q7TQD7;P46735-2;P46735;Q3TTZ3;Q3UEQ4","E9QNH6"
"E9Q585","E9Q585;E9PX68;Q5BKS1;E9Q1Q0;O54716;Q3UUI2;Q6GQW1;Q3UHY0","E9Q585"
"O08788","E9Q586;E9Q3M3;Q3T9V8;Q6NZM3;O08788;O08788-2;Q3TB96;D3YX34","E9Q586"
"P69566","E9Q5D6;P69566;P69566-2","E9Q5D6"
"Q61581","F8WH23;E9Q5D9;Q61581","F8WH23"
"E9Q5F9","E9Q5F9-2;E9Q5F9;A0A0G2JH06","E9Q5F9-2"
"E9Q5K9","E9Q5K9","E9Q5K9"
"Q60680","Q3U2A3;Q3TPN9;E9Q605;Q3UDK0;Q8CBT3;E9QNL4;Q60680;Q3U2E5;Q60680-3;Q60680-2","Q3U2A3"
"E9Q616","E9Q616","E9Q616"
"O54916","E9Q632;O54916;F6R6F1;D3Z2E3;O54916-3;O54916-4","E9Q632"
"E9Q634","E9Q634;Q8C123","E9Q634"
"Q6NZN0","E9Q640;Q6NZN0-5;Q6NZN0-3;Q6NZN0-4;Q6NZN0-2;Q6NZN0;E9PYZ7;E9PUF4","E9Q640"
"Q8CG14","E9Q6C2;Q14DT6;Q8CG14;Q3T9K7","E9Q6C2"
"E9Q6J5","E9Q6J5-2;E9Q6J5;E9Q6J5-3","E9Q6J5-2"
"Q80TV8","E9Q6L0;B2RY22;A0A087WQF1;J3QP81;A0A087WS18;E9QKH0;A0A087WNW8;A0A087WQ95;A0A087WP42;E9QNY9;A0A087WRE8;Q80TV8;A5D6Q8;A0A087WRK0;A0A087WQ31;Q80TV8-2;A0A0A6YXZ1","E9Q6L0"
"E9Q6P5","E9Q6P5;Q3UFQ5","E9Q6P5"
"Q9DBU6","Q8CFJ0;E9Q6P8;Q3TGY1;Q9DBU6;Q8BR75;Q80XR9;Q9CSR8","Q8CFJ0"
"E9Q6R7","E9Q6R7;O08614","E9Q6R7"
"E9Q6U4","E9Q6U4;Q3UWL8","E9Q6U4"
"Q6ZQE4","Q3V0Q3;E9Q6Z3;Q6ZQE4;Q8K2N3","Q3V0Q3"
"Q3U055","Q3U055;E9Q718","Q3U055"
"E9Q784","E9Q784","E9Q784"
"Q924H2","Q7TQE1;E9Q7C1;Q3TE00;Q6KAM1;G3X8S4;Q3TLG6;Q924H2;A0JLM5;Q80UN2","Q7TQE1"
"E9Q7D5","E9Q7D5;S4R1F1","E9Q7D5"
"E9Q7E2","E9Q7E2;Q8R2U9;Q8CET8;Q69ZG5","E9Q7E2"
"Q3V3Q7","E9Q7E9;Q3V3Q7;Q3V3Y3","E9Q7E9"
"E9Q7G0","E9Q7G0;Q80Y35;A0A1B0GSW3","E9Q7G0"
"E9Q7X6","E9Q7X6-2;E9Q7X6;E9Q440;Q6DFX1","E9Q7X6-2"
"Q99NH0","E9Q804;Q99NH0;E9QKG6;A0A0G2JDZ9;Q99NH0-3;Q99NH0-2","E9Q804"
"P06909","E9Q8I0;P06909;D6RGQ0;E9Q8H9;A0A0A6YVP8;A0A0A6YWP4","E9Q8I0"
"E9Q8I7","E9Q8I7;E9PZN0","E9Q8I7"
"Q9D620","E9Q8L9;A0A1B0GRJ0;Q9D620","E9Q8L9"
"Q60695","E9Q8M9;Q60695;E9Q8N0;Q69ZU7","E9Q8M9"
"Q8BRT1","E9Q8N5;Q08EB6;Q8BRT1;Q08EB5;F7DCH5;B9EJA4;A2RRR3","E9Q8N5"
"E9Q8V6","E9Q8V6;Q5DTP4","E9Q8V6"
"E9Q912","E9Q912;Q3TPS9;Q3TA69;E9Q6Q4;Q3TLU4;Q8BKH0;A0A0G2JGC8;I6L967","E9Q912"
"Q80XQ8","E9Q917;G3UWF0;Q80XQ8","E9Q917"
"Q922G6","Q922G6;E9Q9B3;Q3UIZ3","Q922G6"
"E9Q9D5","E9Q9D5;E9Q9D5-1;E9Q9D5-3","E9Q9D5"
"E9Q9R9","Q3UH41;E9Q9I2;Q3UGX5;E9Q9R9;Q6NXJ3;F6YZU5","Q3UH41"
"E9Q9J4","E9Q9J4","E9Q9J4"
"Q6A078","E9Q9M0;Q6A078","E9Q9M0"
"Q3V1L4","G3X9J6;E9Q9M1;Q3V1L4","G3X9J6"
"E9Q9T0","E9Q9T0;Q6NSP6;Q6ZPN3;E9PUB6;A0A0G2JFF2;B9EKY2;Q8CCX0","E9Q9T0"
"Q9JJG0","Q3UL40;E9QL08;E9Q9Z4;Q9JJG0-3;A0A140LIJ2;A0A140LIQ1;Q9JJG0-2;Q9JJG0;A0A140LJA0;A0A140LI86","Q3UL40"
"E9QAB6","E9QAB6","E9QAB6"
"Q0VGY8","E9QAF9;Q0VGY8;B9EJ77;Q8CHA0","E9QAF9"
"E9QAH1","E9QAH1","E9QAH1"
"Q9WV60","Q5KU03;E9QAQ5;Q9WV60","Q5KU03"
"Q6PDQ2","E9QAS5;Q5DTP7;E9QAS4;Q6PDQ2;Q99JM0","E9QAS5"
"P35922","Q547R0;E9QAT0;P35922-3;Q6AXB7;P35922-2;P35922;E9QAS8;P35922-5;P35922-4;P35922-6;Q8BPK8","Q547R0"
"Q9CZM2","Q5M8Q0;E9QAZ2;Q9CZM2;Q3U7D2","Q5M8Q0"
"Q80ZK0","E9QJS0;Q501J4;G5E8U8;G5E8U5;Q80ZK0;D3Z6K5","E9QJS0"
"E9QMJ5","E9QMJ5;E9QJS7;Q9DC42;Q4FJS6;A0A0D9SEG8","E9QMJ5"
"Q3UMQ8","E9QJT2;Q3UMQ8","E9QJT2"
"Q06649","Q8C220;Q5U3L0;Q3UD40;E9QJU7;Q06649;Q91Z52;Q3U1H0","Q8C220"
"Q8CG79","E9QJU8;Q8CG79","E9QJU8"
"Q8K2Z2","E9QJV4;Q8K2Z2;A0PJ46","E9QJV4"
"Q91VS7","Q53ZD4;E9QJW0;Q91VS7;D3YU60","Q53ZD4"
"Q9WVL2","Q9QXJ2;E9QJX9;Q3UDU1;Q3U5W1;Q9QZE4;Q9WVL2;Q8CD97","Q9QXJ2"
"P97798","Q7TQG5;E9QK04;P97798-2;P97798-3;P97798-4;P97798;P97798-5","Q7TQG5"
"Q5PSV9","E9QK89;Q5PSV9","E9QK89"
"Q9JKS5","E9QKB2;Q9JKS5;A7MAY6;Q3UJC1","E9QKB2"
"Q9ESN6","Q3TPI3;Q3UHH4;Q3URK9;E9QKC6;Q9ESN6;Q8CA33","Q3TPI3"
"Q3UHX0","E9QKD1;Q3UHX0","E9QKD1"
"Q8BMG7","E9QKE4;A0A0A6YWM5;Q8BMG7","E9QKE4"
"Q9WV86","E9QKG2;E9PZI6;Q9WV86","E9QKG2"
"Q6RT24","E9QKK1;Q6RT24","E9QKK1"
"P0DOV2","P0DOV2;E9QKL6","P0DOV2"
"Q91YE6","E9QKZ2;Q91YE6;Q4G0B8;E0CXB2","E9QKZ2"
"Q8CIC2","E9QL43;Q8CIC2;A0A0R4J1K6;Q8CIC2-2","E9QL43"
"Q8CI04","E9QL65;Q8CI04;Q3USH9","E9QL65"
"Q91YX5","E9QL80;Q6A0A4;Q8R1E1;Q3UZK0;Q91YX5","E9QL80"
"Q0GNC1","E9QLA5;Q0GNC1;Q0GNC1-3","E9QLA5"
"Q3UFF7","E9QLB2;Q3UFF7","E9QLB2"
"Q566J8","E9QLB8;Q566J8;A0A0R4J1X1","E9QLB8"
"Q571I4","E9QLH9;Q571I4","E9QLH9"
"Q8BZ98","E9QLL2;Q8BZ98-2;Q8BZ98;Q8BUT2","E9QLL2"
"Q60961","Q8BG66;E9QLR3;Q60961;Q9CRX2;Q60961-2","Q8BG66"
"Q6PF93","E9QLS6;Q6PF93-2;Q6PF93;D3YZ98;E9Q824","E9QLS6"
"P09535","E9QLW5;P09535","E9QLW5"
"Q9JIY2","E9QM14;Q9JIY2;Q9JIY2-3;Q9JIY2-2;Q9JIY2-4;A0A087WPK1;A0A087WSE1","E9QM14"
"P55012","E9QM38;P55012","E9QM38"
"P35689","Q3UV64;E9QM61;P35689;Q6P9Q0;Q3TPQ3;B2RUC3;Q3TUN4;Q3TUT3","Q3UV64"
"Q148V7","E9QM90;Q148V7;A0A087WSS1;G3X9J4;Q148V7-2;Q148V7-3","E9QM90"
"Q8CES0","E9QMB7;Q8CES0;B7ZWG0;B2RXP7","E9QMB7"
"P59242","E9QMC1;P59242;Q32NZ7","E9QMC1"
"Q61329","E9QMD3;Q61329;Q6P9K2","E9QMD3"
"Q9DBZ1","E9QMH7;Q9DBZ1","E9QMH7"
"Q8BH86","E9QMK9;Q8BH86;Q8BH86-2;Q3U7K4","E9QMK9"
"Q8BLK9","E9QMX4;Q8BLK9;Q8BLK9-2;Q8BLK9-3","E9QMX4"
"P05622","Q7TMR8;E9QPE2;E9QN12;Q3UYC9;P05622;Q3TZ27;Q003I5","Q7TMR8"
"Q922K7","E9QN31;Q922K7","E9QN31"
"Q9QWY8","H3BL41;H3BJY2;E9QN63;Q9QWY8;E9QMJ1;Q9QWY8-4;Q9QWY8-3;Q3UJA5;H3BKE6;E9QMI7;Q9QWY8-2;H3BKD4","H3BL41"
"P02469","Q3UHL7;E9QN70;P02469;B9EKB0;Q9CRX6;Q8K271","Q3UHL7"
"Q8VCR7","E9QN99;A0A087WPF8;A0A087WQN8;A0A087WSR2;Q8VCR7;A0A087WRJ2;A0A087WP24","E9QN99"
"Q99JP0","E9QNE9;Q99JP0","E9QNE9"
"Q5XG73","E9QNH7;Q5CZX6;Q5XG73-2;Q5XG73-3;Q5XG73","E9QNH7"
"E9QNN1","E9QNN1;O70133-2;Q3UR42","E9QNN1"
"P62984","E9QNP0;E9Q4P0;Q5M9K3;P62984;A5JUZ1;A0A0A6YW67;E9Q9J0","E9QNP0"
"O08999","E9QNQ3;E9Q1D6;Q0VD84;O08999","E9QNQ3"
"Q8VD62","E9QNR6;Q8VD62","E9QNR6"
"Q8VDG7","Q3UNQ4;Q3U0K4;E9QNW6;Q8VDG7","Q3UNQ4"
"Q60751","E9QNX9;Q60751;Q3U1L4;Q3UVJ3","E9QNX9"
"Q99PP7","E9QP19;Q99PP7;E9QME5;Q99PP7-2","E9QP19"
"Q6ZWQ0","E9QP46;Q6ZWQ0","E9QP46"
"Q99MS7","E9QP49;Q99MS7;Q99MS7-2;Q99MS7-3","E9QP49"
"E9QP99","E9QP99;A0A0R4J1H6;Q3UZV1","E9QP99"
"Q69ZJ7","E9QPA1;Q69ZJ7;F6S7U1;F7DEJ0","E9QPA1"
"Q8CIT9","E9QPB2;B9EID7;Q8CIT9","E9QPB2"
"Q05920","G5E8R3;Q3T9S7;E9QPD7;Q05920;Q3TCQ3;Q3UFS6;Q62043;Q8BP54","G5E8R3"
"O08638","E9QPE7;Q69ZX3;O08638-2;O08638","E9QPE7"
"Q6A026","E9QPI5;Q6A026","E9QPI5"
"Q8VDR9","E9QPN7;Q8VDR9;Q6ZPS1;Q8VDR9-2","E9QPN7"
"Q9CXZ1","Q923F9;E9QPX3;Q9CXZ1","Q923F9"
"Q70FJ1","E9QQ10;Q70FJ1-3;Q70FJ1-2;Q70FJ1","E9QQ10"
"E9QQ18","E9QQ18;E0CZ58;Q9JM99-3;Q9JM99-4;E9QQ17;A1L3C5;A0A0R4J207;Q9JM99-5","E9QQ18"
"Q69ZI1","E9QQ33;Q69ZI1;Q69ZI1-2;A0A1B0GSY0;Q69ZI1-3;Q69ZI1-4","E9QQ33"
"F2Z3U3","F2Z3U3;F2Z4B7;G5E867","F2Z3U3"
"O35207","F2Z4B3;O35207;Q9CPY4","F2Z4B3"
"Q91V08","F5BFH0;Q91V08","F5BFH0"
"Q9QZW0","F6Q8D3;Q9QZW0;E9QKK8;Q9QZW0-2","F6Q8D3"
"Q3V0Q1","F6QA95;Q3V0Q1","F6QA95"
"Q5U430","F6QC57;Q5U430;Q5U430-3","F6QC57"
"Q8VEH3","F6QKK2;Q8VEH3","F6QKK2"
"P47915","F6QL70;Q5M8M8;P47915;W4VSN7;D3Z1N9","F6QL70"
"Q9JJK2","F6RJV6;Q9JJK2","F6RJV6"
"Q9JHR7","F6RPJ9;Q8CGB9;Q9JHR7","F6RPJ9"
"Q9CWR1","F6RXX6;Q9CWR1-3;Q9CWR1;Q9CWR1-2;Q9CWR1-4","F6RXX6"
"Q8N9S3","F6S1R2;Q8N9S3;Q8N9S3-2;Q8N9S3-3;A2AF81;A2AF82","F6S1R2"
"Q8K1Z0","F6SFF5;Q8K1Z0","F6SFF5"
"Q7TPH6","F6SMY7;E9PUJ6;Q7TPH6-2;Q7TPH6","F6SMY7"
"F6SRV1","F6SRV1","F6SRV1"
"F6SZ47","F6SZ47;P28028-2","F6SZ47"
"Q7TPD1","F6T356;Q7TPD1-3;Q7TPD1-2;Q7TPD1;Q3V178","F6T356"
"Q60739","F6TCF9;Q60739;Q60739-2;Q9CUY1","F6TCF9"
"Q8BX90","F6TLV3;Q8BX90","F6TLV3"
"F6V8M6","F6V8M6","F6V8M6"
"P09602","F6W687;Q5BL14;Q58E57;A3KGL9;B7ZCQ3;P09602;Q5XK38;E9Q2Z4;J3QM43","F6W687"
"Q6ZQ93","F6WJB7;Q6ZQ93;Q6ZQ93-3;Q6ZQ93-2;Q6ZQ93-4","F6WJB7"
"Q8BRN9","F6XC25;Q7TPN1;Q8BRN9","F6XC25"
"P29037","F6XYI9;Q91YM5;Q6RI65;P29037;F8WJ67","F6XYI9"
"F6Y616","F6Y616","F6Y616"
"P59997","F6YRW4;P59997;I6L9G0","F6YRW4"
"P62270","Q561N5;F6YVP7;P62270;Q3TW65;S4R1N6","Q561N5"
"O88286","F6ZBR8;O88286-3;G5E8J8;O88286-2;O88286","F6ZBR8"
"Q9CR21","F6ZFT1;F8WJ64;Q569N0;Q3TJG2;Q9CR21","F6ZFT1"
"Q9Z224","F6ZGI7;Q9Z224","F6ZGI7"
"F6ZQA3","F6ZQA3;Q3UNM2","F6ZQA3"
"Q63961","F7A1B4;Q3UAM9;Q63961;Q5IRN0","F7A1B4"
"O70325","S4R1E5;Q3TI34;Q5XJZ8;Q76LV0;F7A8H6;O70325-2;O70325;Q3TIF2;Q91XR9;Q8K4U7","S4R1E5"
"E2JF22","F7AC58;E2JF22","F7AC58"
"F7BE84","F7BE84","F7BE84"
"Q8C7Q4","F7BGR7;B7ZN14;A1L3S3;Q8C7Q4;J3QPA9;F6TBN8;B0LM42","F7BGR7"
"F7BJB9","F7BJB9;A0A0J9YU83","F7BJB9"
"P47802","Q8R5C0;F7C846;D3Z3F4;P47802;G3XA66;D3YVW0;G3XA75;G3UXX9;G3UYJ5","Q8R5C0"
"F7CVJ5","F7CVJ5","F7CVJ5"
"Q78HU7","F7D1I5;G3UXY6;Q78HU7","F7D1I5"
"F7DBB3","F7DBB3;Q3URZ6","F7DBB3"
"F8VPK0","F8VPK0","F8VPK0"
"P70336","F8VPK5;P70336;P70336-2;Q6A035;Q3UMT5","F8VPK5"
"Q61194","F8VPL2;Q61194;Q61194-2;Q3UQN0","F8VPL2"
"F8VPN4","F8VPN4;A0A0G2JGI9;F6XXE6","F8VPN4"
"F8VPP8","F8VPP8;Q3UGE6;Q6ZPZ8","F8VPP8"
"Q8BVA4","F8VPR1;Q3V0B5;Q8BVA4","F8VPR1"
"P45481","F8VPR5;P45481;A0A0U1RQB6;Q8QZV8;Q6GQV9;A0A0U1RPL2","F8VPR5"
"Q8CFH6","H3BJC9;H3BKG1;F8VPT7;Q8CFH6","H3BJC9"
"F8VPU2","F8VPU2;Q8K2R0","F8VPU2"
"P48725","F8VPV0;P48725;P48725-3;P48725-2;Q80U10;Q8CDL2","F8VPV0"
"Q6A4J8","F8VPX1;E9PXY8;Q6A4J8;Q6A4J8-3;Q6A4J8-2","F8VPX1"
"Q8C092","F8VPY2;Q8C092","F8VPY2"
"F8VPZ3","F8VPZ3;Q6PD17","F8VPZ3"
"F8VQ05","F8VQ05","F8VQ05"
"Q61810","F8VQ06;Q6KAT1;Q61810;Q61810-2","F8VQ06"
"Q8VI36","F8VQ28;Q8VI36;Q8VI36-2;Q3UG90;Q99LE7;A0A0J9YV30","F8VQ28"
"Q01341","F8VQ52;Q01341","F8VQ52"
"Q8R418","F8VQ54;Q8R418-2;Q8R418;Q6ZQ23","F8VQ54"
"Q8VDD9","F8VQ93;Q8VDD9","F8VQ93"
"Q6Y685","F8VQ95;Q6Y685;Q6Y685-2","F8VQ95"
"F8VQB6","F8VQB6;F8VQB6-2;Q80TR9;E9Q5G1","F8VQB6"
"F8VQC1","F8VQC1;Q3UZL8;A0JLN1;E9Q740;A0PJ97","F8VQC1"
"Q61595","F8VQC7;A0A087WPX0;Q61595;A0A087WP85;A0A087WQ25;A0A087WP14;A0A087WRS1;Q61595-11;Q61595-10;A0A087WQD0;Q61595-7;A0A087WPW5;Q61595-15;A0A087WP48;Q61595-4;Q61595-8;Q61595-12","F8VQC7"
"Q8BTY2","F8VQC9;I1VGT4;J9RV59;E3UVT8;H6WZF5;D3Y273;D3Y272;I1VGT5;J9S4N6;J9RZB2;J7H931;Q8BTY2;H6WZ45;I1VGT6;J9S7F7;U3RKD2;J9RDH0;E3UVT9;U3RF68;Q8BTY2-2","F8VQC9"
"Q05909","F8VQD7;Q05909;E9Q6E7;Q3UND4","F8VQD7"
"Q3TLI0","F8VQF9;Q3TLI0","F8VQF9"
"F8VQG7","F8VQG7;A0A0J9YUP5;Q69ZK1","F8VQG7"
"Q4JIM5","F8VQH0;B7ZMZ2;B2RQ57;Q4JIM5","F8VQH0"
"P02468","F8VQJ3;P02468","F8VQJ3"
"P59808","F8VQK5;P59808;Q6ZQ46","F8VQK5"
"F8VQN6","F8VQN6","F8VQN6"
"Q9CZB0","F8WGB3;Q5XK33;Q9CZB0","F8WGB3"
"Q68FL4","F8WGT1;Q68FL4;F8WI65;Q68FL4-2;Q80TQ9;H3BKT5;A0PJF2","F8WGT1"
"Q61543","F8WHM5;Q53WR6;Q61543","F8WHM5"
"Q08775","F8WHN7;Q08775-3;Q08775-5;Q08775-2;Q08775;E0CY45;E9PUK7;Q08775-7;Q08775-8;E0CZ12;Q08775-6;E0CZC6;Q08775-4;Q08775-9;F6TRA6","F8WHN7"
"Q7TPM1","F8WHT3;Q7TPM1;F7AYW2","F8WHT3"
"O70161","F8WHW6;O70161-3;O70161;O70161-2","F8WHW6"
"Q8K4B0","F8WHY8;M1VHG6;M1VHG1;Q8K4B0;M1VHG3;M1VB37;M1VMF6;E9PX23;Q2KHS8;M1VQI8","F8WHY8"
"Q9CY18","F8WI30;Q5M8N3;Q9CY18;F7D3B8;F6RSR4;Q3TC10","F8WI30"
"Q8BRH4","F8WI37;Q8BRH4-2;Q8BRH4;G3UZC8","F8WI37"
"P05480","F8WI90;P05480;Q3UKD6","F8WI90"
"P0C8B4","F8WIA3;J3QMA2;J3QK34;P0C8B4","F8WIA3"
"Q91W89","F8WIE1;Q8BWY6;Q3ZCX9;Q91W89;E9PZ88;E9PYM7;Q3TBQ3","F8WIE1"
"Q69ZR2","F8WIE5;Q69ZR2","F8WIE5"
"Q8WTY4","F8WIK0;Q8WTY4;F7BWP1","F8WIK0"
"F8WIT2","F8WIT2;Q3TUI1;Q99JX6;Q3V2Z4;Q8CEX0","F8WIT2"
"F8WIV2","F8WIV2","F8WIV2"
"Q923Q2","F8WIY7;Q923Q2;A0A0J9YU82;Q3UWP1","F8WIY7"
"O08550","F8WJ40;O08550;Q6PHU4;F6W623;Q8CHH1","F8WJ40"
"Q3UMY5","F8WJ93;Q3UMY5;A7ISP9;Q3UMY5-3;A0A0R4J1G7;Q3UMY5-2;A0A0R4J0H0;Q3UMY5-4","F8WJ93"
"Q69ZZ6","Q8K2V2;F8WJ98;Q69ZZ6;A0A0N4SWB9;Q69ZZ6-2;Q69ZZ6-3","Q8K2V2"
"Q80X82","F8WJD4;Q80X82;Q3U2B5;Q3U2V0;Q3TN10","F8WJD4"
"Q99LJ7","G1EE51;Q99LJ7;E9Q3B1;Q99LJ7-2","G1EE51"
"Q9D2C2","G1UCX4;Q9D2C2;Q9D2C2-2","G1UCX4"
"Q62203","G3UVU2;Q7TN25;D3YW09;Q62203","G3UVU2"
"G3UW40","G3UW40;Q3TYX4;E9PWI3","G3UW40"
"Q0VG62","G3UW58;Q0VG62;A0A087WNR7","G3UW58"
"G3UW78","G3UW78","G3UW78"
"Q8JZV9","G3UWD3;Q8JZV9","G3UWD3"
"Q8K2H1","G3UWD4;Q3UBL8;G3X959;Q3TYM7;B9EKE4;Q8K2H1-2;Q8K2H1","G3UWD4"
"Q9Z172","G3UZ60;G3UWI9;G3UWX9;Q9Z172","G3UZ60"
"Q5NBX1","G3UWY3;Q5NBX1-3;Q5NBX1;B2RWU4;G5E8P4;Q5NBX1-2","G3UWY3"
"G3UX26","G3UX26","G3UX26"
"G3UXC7","G3UXC7","G3UXC7"
"Q9D7G0","Q3TI27;G3UXL2;Q9D7G0;Q3UPD5;Q3UYQ0","Q3TI27"
"Q99LD4","G3UXW9;Q3MIA8;Q99LD4;B1ATU4;Q99LD4-2","G3UXW9"
"P97371","G3UXZ5;Q5HZK3;P97371;G3UXY0;G3X9K9","G3UXZ5"
"G3UY52","G3UY52","G3UY52"
"Q9ESZ8","G3UYD0;Q9ESZ8-5;Q9ESZ8-4;Q9ESZ8-3;Q9ESZ8-6;Q9ESZ8-2;Q9ESZ8","G3UYD0"
"G3UYU0","G3UYU0","G3UYU0"
"Q8R1F9","G3UYU5;Q8R1F9","G3UYU5"
"P62858","G3UYV7;Q059I1;P62858;J3QNN8","G3UYV7"
"P63013","G3UZ44;P63013-2;P63013;Q3TMI4;Q9D861","G3UZ44"
