"Phosphosite","Uniprot_ID","Protein_names","Gene_names","pVal","phase","peak.shape","period","X1.KO1","X2.KO1","X3.KO1","X4.KO1","X5.KO1","X6.KO1","X7.KO1","X8.KO1","X9.KO2","X10.KO2","X11.KO2","missing_data","X13.KO2","X14.KO2","X15.KO2","X16.KO2","X17.KO3","X18.KO3","X19.KO3","X20.KO3","X21.KO3","X22.KO3","X23.KO3","X24.KO3"
"P58871_S1131___1","P58871","182 kDa tankyrase-1-binding protein","Tnks1bp1",0.0378630916282036,3,6,24,234887.036482086,234325.211137385,217843.199205407,221958.969406458,211131.248622499,202422.299501276,215489.208596124,213832.104012414,219163.680963298,204789.690903363,193185.391105261,199073.210346296,204857.224674373,208445.438934738,214142.792379616,222457.21707374,229399.191058108,203077.304789523,202731.376661067,215932.025474453,200369.023798384,259386.813593848,224979.13258489,214135.292234483
"Q3UJN1_S41___1","Q3UJN1","DNA helicase;DNA replication licensing factor MCM2","Mcm2",0.0345115164894434,15,6,24,15691.4127505842,14782.115662458,14994.5137429441,15623.5509829254,16738.4847882238,15828.6729628201,13498.2947048026,15706.4097857801,18420.0607403529,25022.2639497651,16729.0255888683,16338.5160829315,15955.2900056448,16526.5795411031,13974.1558510307,14744.9667295011,15591.8163246466,16383.8687295838,17745.1581616452,16485.9163074533,18317.4299612103,13861.2652121437,15780.1889735018,12844.8598112351
"P99027_S105___1","P99027","60S acidic ribosomal protein P2","Rplp2",0.029283003136243,6,9,24,235536.786058461,262658.368469757,229696.055956819,257795.665990433,217893.440801126,224778.299319289,201133.236928022,243034.723622873,221186.274863889,252055.469704978,211760.5630522,209846.066337469,207770.131299448,222587.829871029,225717.66855053,223252.295055767,252970.236457271,256609.202781662,242260.228217372,233310.297426265,268367.507005524,221807.413994389,233986.421638655,244670.988958717
"Q01279_S1166___1","Q01279","Epidermal growth factor receptor;Receptor protein-tyrosine kinase","Egfr",0.0354151654569402,3,15,24,42818.9997804544,36977.9773081366,36374.5732374683,35651.4475132184,35132.061518009,34196.2369837396,39681.0681228636,40499.4361178153,40014.5416733519,36776.4778698348,35933.4707360509,35305.3910474259,34721.7131677159,33334.7474034186,41738.5979840277,37583.3722502157,32328.2129375318,32927.4590439944,27321.9107829291,25281.9783458137,29198.9790457139,23030.0454777096,32079.7239960024,29593.569131272
"Q02257_S182___1","Q02257","Junction plakoglobin","Jup",0.0400822274503332,21,9,24,12403.7217457777,12437.3062509148,11362.2599989005,13281.4970029123,15886.341400606,15872.5627883056,17188.2375354323,14032.8334602536,13818.7321623667,14300.6092324304,15430.9142139672,15658.7081639079,15879.1831919972,18221.8182160325,15939.8118622538,15267.3098654047,18324.1637213836,15452.5723878779,19492.3222396624,19743.8455376101,22925.6177609683,17144.1080683611,17440.2002478576,18615.1088235327
"Q05D44_S137___1","Q05D44","Eukaryotic translation initiation factor 5B","Eif5b",0.000421269527104311,15,15,24,214634.330805553,208985.47477551,227869.305569356,243939.416683017,231874.768709888,218657.692212118,228848.412609438,216481.024168598,220745.137859122,223414.087697092,227130.118688299,230122.585171095,233013.598851308,224054.558348862,245504.74199225,243707.345685011,214253.944913719,199532.414888549,214835.505057536,230201.384935266,247001.645540104,293928.479720851,238775.645842382,238256.736921615
"Q05D44_S215___1","Q05D44","Eukaryotic translation initiation factor 5B","Eif5b",0.00970654109605782,15,15,24,434452.477605623,442015.046922018,442579.096474679,456345.577525549,456775.117688142,459244.243805646,438044.355281012,453592.691226611,463798.223963963,456189.761863866,476450.015892197,474376.356674108,472375.340141579,473297.468306666,456689.238228917,445821.018995306,441856.457174015,409687.431811872,456630.899155205,449335.520625337,479967.23760269,460626.275509841,443943.837885629,466259.094695387
"Q14B01_S253___1","Q14B01","","Rnf113a2",0.000942518004238586,15,15,24,50688.2647443151,48751.3561764433,49280.8480761182,52682.8819455478,53605.8180286607,56559.1101139792,53445.2651978731,52486.3874148854,51113.9953075165,46429.0877115377,53293.827915842,53398.6572404487,53492.4966184658,49462.4333325258,48728.0668883675,52220.8068651957,52045.6350392345,46895.3530845678,54295.4601520262,54413.1964522258,55506.7355229965,50157.3590028212,54908.4780935909,47591.6872100629
"Q3THA6_S233___1","Q3THA6","Serine/arginine-rich splicing factor 7","Srsf7",0.00809027958687236,6,18,24,87753.633699278,87195.5771271748,80152.7118634577,70159.8108675073,80549.8860301859,67892.1635451248,77390.1376265304,72746.8842124122,71075.7543092444,83423.0940752129,71971.0691785536,73605.02168199,75213.3126970668,79641.7050002128,64111.5248339903,68213.6499441761,79681.5383655633,88447.7108679069,87427.8140156833,83656.987115205,79875.2824410682,71510.29900659,75449.6853155728,73806.3016623785
"Q3TIX9_S81___1","Q3TIX9","U4/U6.U5 tri-snRNP-associated protein 2","Usp39",0.0366924443837598,6,18,24,50347.1125925914,50449.9100202776,48032.5836515244,47527.7407331658,45770.8711657323,43809.0389454533,47286.1614532319,45593.5597842134,50901.6666627123,53427.795117214,51715.894320608,50296.9982524385,48973.5990622305,54103.142440743,46118.5674607063,43705.8002975456,49413.3921214202,59609.0062934949,63999.165404907,53543.2583180693,55406.3746702286,46742.801878185,51049.7425114739,50726.990704579
"Q3TM92_S777___1","Q3TM92","Anaphase-promoting complex subunit 4","Anapc4",0.0107912182841689,6,15,24,40090.076745608,40342.5164125334,39404.8254313355,38215.6827032886,38708.3414131342,33448.0195665686,35360.7160559239,38862.1999361565,35766.3704648363,40531.5481687793,38700.1681181794,38267.8715586216,37866.5717558497,36622.1139014213,38151.6366046944,39706.3505782564,35231.9519197911,38584.8590302289,38337.16799378,38273.7995035453,35366.024637052,40885.8660776876,36146.1971692637,35491.8156042514
"Q3TWW8_S45___1","Q3TWW8","Serine/arginine-rich splicing factor 6","Srsf6",0.00243116288271399,24,9,24,29303.8027999532,27243.7191325593,29630.7573799868,35318.6566524629,31103.2781352302,33249.4443682631,30226.1461020537,33973.4082892282,33223.6329047242,36255.1711193392,30152.864987018,31743.5418051939,33368.1384043601,35472.5735022518,44496.8328151781,46228.5427726403,32437.2222084589,32175.4924091593,30457.4191117587,32938.4033334612,33809.521769862,47836.5647320277,37068.1654239368,39046.8696388258
"Q3U0J8_S959___1","Q3U0J8","TBC1 domain family member 2B","Tbc1d2b",0.0493926570963459,18,9,24,94451.5794166454,107733.072560055,99472.7374881105,107448.586150193,103261.03401108,110159.816985189,104058.577118202,113769.732237976,99457.5476051849,104786.268763646,100576.095761478,101059.421269151,101530.810870946,99565.5957554507,107768.915070196,105064.97822293,91082.6584580458,91350.6623239724,93017.6693132526,98856.4095218986,106711.973418171,110613.287304594,91466.103195244,98330.3705933925
"Q3U0S4_S830___1","Q3U0S4","RNA polymerase II subunit A C-terminal domain phosphatase","Ctdp1",0.0103153521901456,15,12,24,59870.4640909899,62205.2982214166,60345.8124128522,62360.5473259594,63265.8052381679,64426.0237511016,61364.21352316,64046.9961667427,60385.7269693846,55900.4963070581,63464.5393161493,64424.6565957536,65355.8175291311,59486.9036352221,63504.8137501391,60889.3071486013,61249.2730425656,62578.4635157716,71701.7197452125,64615.2448242184,64447.6026867277,66636.8772813125,65146.8895837891,63178.2165873838
"Q3V1M8_S944___1","Q3V1M8","Vigilin","Hdlbp",0.00606080900443545,6,6,24,62106.1322396322,60748.5319286611,49406.7271315232,42586.4500486644,48080.2636089414,50374.6046714988,57863.4050996755,51843.3269650778,61951.5293557124,74662.4551425941,57422.3399503963,59888.503965088,62292.808567571,57993.9593306687,63383.3109785643,62870.9909986108,65314.0531903094,91088.9015795552,57305.4268743424,50599.2235745817,54398.1693348522,43692.5028637329,56071.7746456299,63091.5962919419
"Q3U7R4_S80___1","Q3U7R4","ATP-dependent RNA helicase DDX24","Ddx24",0.0150451555191702,3,15,24,95427.5457562507,93197.4005788162,86799.5334451335,86330.2127252102,83910.9011002528,79328.9490431428,81270.6310020302,75113.3003086985,84766.6089791732,65787.969391401,83597.5972787383,81577.514485928,79472.6378465414,76791.011531307,97185.9343174427,99664.4978421983,90147.8217646494,105423.453281323,85220.1394232727,86328.1084105205,74850.1170715934,79741.2282298456,84084.7862462368,93491.5912328669
"Q3UCC5_S119___1","Q3UCC5","PEST proteolytic signal-containing nuclear protein","Pcnp",0.00889013740070082,18,15,24,107704.453027173,117597.047692771,111138.936272494,134507.899420131,117807.530620073,120216.134086257,118935.051640153,122494.384559533,118462.166043075,120301.678110148,118701.818435018,126180.885403855,133574.937384301,119717.054140493,139990.295624374,143577.852841214,118471.200847744,100201.380735311,106836.663819464,119161.72652825,121021.420515572,161158.902410831,125595.702272876,128613.935537688
"Q5M9P7_S42___1","Q5M9P7","Calcium-regulated heat stable protein 1","Carhsp1",0.00103876445428179,21,12,24,171001.909644854,177295.193073736,163986.522691098,181550.978692851,181773.383508392,166135.381714583,189526.736913946,173198.727385461,196047.784497379,186768.817713102,176659.602103674,179531.217645311,182384.325779757,183550.588858405,201641.678091143,175434.607690627,189375.759724013,170307.363664221,172031.219567734,197940.244154246,179022.500951646,186065.296877519,205506.279310946,197679.400656192
"Q3UDE2_S11___1","Q3UDE2","Tubulin--tyrosine ligase-like protein 12","Ttll12",0.00365276116396341,24,6,24,75428.4898390553,76174.2514365704,76815.3214670126,79742.5322104478,78785.901681296,78198.9208150112,88652.4300633391,86618.1613774111,85354.5151177858,79463.9310232282,79442.6676464669,85087.737026674,90576.5750381272,80674.4099657974,96792.3256957082,94858.3183199345,76547.4480197106,71764.7905662738,84769.3657288092,102397.038150549,81949.0025023638,96560.5228714907,91633.8991395491,100485.227836265
"Q3UH59_S1993___1","Q3UH59","Myosin-10","Myh10",0.027506950595366,6,12,24,573506.560888045,636811.462878456,547225.357577733,553251.038140981,543367.459134658,544774.516459114,577065.155540969,562085.03563919,576366.849056939,594818.407190386,547267.631328236,554835.471640238,562098.643393438,575696.423237715,561081.079070212,561504.97868805,538732.43813522,735165.81470673,687313.103203159,522338.601086568,544944.057964273,401874.90210693,491983.02070225,541627.811263132
"Q3UID0_S347___1","Q3UID0","SWI/SNF complex subunit SMARCC2","Smarcc2",0.0081807273292591,24,6,24,56518.1704331155,61891.2837065158,52822.8778115934,64126.5363743814,62101.9767809899,58446.1106434155,62779.8036995728,63250.9627190109,61061.8890449238,61819.0114112605,61618.3049215681,62572.0914766939,63503.0479167093,64793.4030783126,68373.2223361114,66399.1132291685,64377.1453334535,59054.8885918355,64206.783967815,62735.7058373443,64625.6845927143,69280.3582577562,65035.6898653927,70461.5354812544
"Q3ULL5_S67___1","Q3ULL5","Eukaryotic translation initiation factor 2 subunit 2","Eif2s2",0.0238734767121753,6,6,24,36136.8360721685,39155.190348061,36231.5156855611,34404.6950675342,35338.2897494765,36570.7094465258,35816.7955231802,36148.9766345936,40339.3093967328,38488.4252776235,35258.0166562649,34860.0877039787,34466.1084649762,34744.1484844817,37448.9695551229,35722.9324339802,32836.3273172381,36362.0349258171,32477.9562992921,35398.6144920062,35112.0024979299,31723.8202512653,37989.4265070225,40381.9661261456
"Q3UMU9_S661___1","Q3UMU9","Hepatoma-derived growth factor-related protein 2","Hdgfrp2",0.0463630096995417,21,12,24,21112.7798075042,21900.9833682687,20140.5947140476,23884.5925064721,21481.1452650901,22710.2936890338,24976.685787446,23867.3581416698,22116.3286640235,24251.776129457,23358.3326698482,23079.1388566001,22812.8646153448,21908.2259590674,24612.2142549466,22935.1535342167,26619.682196583,23921.5057520123,19857.8111765021,22845.8165266948,24533.8596576554,31905.85306186,26422.4670680141,29579.8566308403
"S4R189_S1089___1","S4R189","Rho guanine nucleotide exchange factor 40","Arhgef40",0.0087965528683024,3,15,24,9941.39878369673,9974.9800963433,8335.70663670549,6174.21661578262,6881.38154826453,8496.64321515616,9009.72834970773,9547.56494324333,11015.2572744377,9075.06710164287,8020.71335729643,8733.50943485179,9409.83444317242,8155.91437008924,8240.94401254535,9206.42555171918,10673.0774415944,13497.6335309215,13296.9886087503,9312.95337726654,11242.9744271232,6471.40438750334,9197.69165718517,12656.3617594927
"Z4YJT3_S498___1","Z4YJT3","La-related protein 1","Larp1",0.0281521887206154,9,9,24,48136.2400639743,47883.6899248703,48970.0946856511,43999.9941174739,44674.7055121123,44114.972456114,46639.5339361091,45978.3977416055,49122.3121333033,48648.2605714565,49038.5361642568,45436.2509900108,41838.3748207345,48760.3769428953,46869.7480989648,47124.352053278,53602.9100167122,61217.7674846686,57520.6015544681,50247.773605486,50169.069090839,37737.26025541,49474.7769727287,40766.9666989203
"Q3UW53_S601___1","Q3UW53","Protein Niban","Fam129a",0.0320657819602665,21,12,24,49714.9035914068,49383.927333519,49507.9151071125,51839.1969925939,49058.5458545041,53023.1933550284,55797.4743831259,54381.7075102301,52571.3882458616,41808.2934366752,45738.0757550778,47704.6071650635,49617.3153134365,43857.2341710854,63915.6084112,54211.1001088869,59237.1382173452,57881.3030112005,54224.6296464585,59663.9920039153,54994.5032400267,60309.721954643,59181.0631474112,61286.910717909
"Q3UZ01-2_S21___1","Q3UZ01-2","RNA-binding protein 40","Rnpc3",0.0107030303608964,9,15,24,26191.7819630029,26274.1170947479,28605.4004413673,31082.931187959,30104.5300904378,28685.3101983423,27958.8199443888,24447.7762973415,26908.2010547355,24780.2116974811,26951.5537013738,26707.0447825835,26475.5277595582,26775.483176346,25508.3531300523,26468.8342396898,23347.3827400562,26392.4615903217,27909.8965965543,25435.4689155872,26594.0625402775,25323.1816910046,25188.0104327623,23235.6028101706
"Q4FK36_S3___1","Q4FK36","Destrin","Dstn",0.0056419051002892,21,12,24,61589.1350433981,74549.1560340819,56421.9316518873,64079.485056546,69955.1216380579,70462.8414081672,73381.8949210036,71248.7866301404,68500.0661815844,69280.3555635812,63443.9267775331,65574.5130898627,67652.66148684,63771.2818206152,72994.4012208824,68810.8272601998,74004.6857242309,68444.0268515585,66112.0444401001,71454.2353854167,70495.9361198937,72600.8930608578,70706.8200880536,71162.2607257087
"Q4VAC9_S1134___1","Q4VAC9","Pleckstrin homology domain-containing family G member 3","Plekhg3",0.0311131908322582,24,9,24,12238.1378544043,14456.3234139374,10007.5676316115,14637.7051789748,13736.9107929452,12872.4333633555,15062.2416462096,13465.1117045658,12713.9380385752,13436.0860495465,12715.3205573057,14049.051191547,15344.5579136864,14390.1888426631,16012.9454892368,17721.838025421,14390.7620238998,15698.7603883632,14215.4550769699,14362.8944736628,12071.4352702778,15533.735842134,15004.9760095569,16025.6226512964
"Q569Z6_S935___1","Q569Z6","Thyroid hormone receptor-associated protein 3","Thrap3",0.0145749944091962,21,9,24,159721.392273011,149572.530723083,160797.040950297,160759.668204379,175266.007391201,151075.887372006,179306.853791661,153637.634478949,170682.349421979,157548.859985657,174538.033140318,180311.325257253,186052.424302477,165350.224600999,194423.4278804,195461.766863533,179723.307553496,155032.017221167,161867.937473349,194232.657703903,194616.30491083,233494.207732663,192297.422822003,196335.965312823
"Q569Z6_S695___1","Q569Z6","Thyroid hormone receptor-associated protein 3","Thrap3",0.00519765857683682,21,9,24,402984.065800822,346244.445613346,392037.242311566,404177.773985675,410575.474128657,384998.33780235,413971.580035412,392647.58728149,407836.052047951,360143.51372729,405434.727739715,402539.948615386,399551.11099989,381502.103113812,405823.289301281,406781.222056865,409278.231982985,366967.803198347,376691.314532228,400006.61497444,420698.284962519,469785.598094236,411620.372870365,420434.663326511
"Q5U4C3_S912___1","Q5U4C3","Splicing factor, arginine/serine-rich 19","Scaf1",0.0353200001909581,6,12,24,49325.2537604651,58049.606600446,44617.7216047324,57487.3693442628,47816.5913171629,48209.7151865593,52708.573434595,45838.5035594738,54912.1660837931,53331.3562983908,53593.5017056156,53132.9471277397,52702.9777536509,50422.5281538587,54166.9407612105,50449.7216778232,46317.1441603573,54434.3078331021,52627.3368930635,43477.8449083817,43457.1922317301,32620.9159252028,41080.4671716505,43973.6405197347
"Q60598_S417___1","Q60598","Src substrate cortactin","Cttn",0.0195298494300657,15,15,24,58808.736914779,63666.1012371181,65251.4493614543,70639.136602102,70248.4692173482,70087.7299243168,69014.4011594589,70376.0878611818,68186.1766440143,66043.7319121094,69473.1655487627,72364.1795503835,75199.2744858066,64342.2582408338,77079.7331149117,67950.5736348958,71160.9487121151,65647.9861469736,75952.5958130653,77273.0968756695,87514.2699510972,77583.7102830073,68707.2042536733,88903.1994319086
"Q60790_S809___1","Q60790","Ras GTPase-activating protein 3","Rasa3",0.0419559997041156,6,9,24,33527.3451440722,35888.2721938506,30142.1966798372,35073.8143047014,31445.4413055498,33843.5468062092,32590.4017785548,35045.4996877053,38128.396137717,36077.2152026944,35017.9657173625,33345.2434913236,31793.05182705,30700.9635870119,33668.1018612898,27851.1107504181,29442.6209295108,37307.2540886571,34614.6441163478,31642.1059283355,29379.9357678626,34367.1718896033,30455.3453859374,32852.6758209823
"Q61097_S320___1","Q61097","Kinase suppressor of Ras 1","Ksr1",0.0441585425452048,18,12,24,40907.4109791965,40554.644103407,40918.1579380828,44865.4280922848,42090.6901552892,40339.228865174,38875.9608517011,42450.6015173128,37819.8198731465,40468.0161040607,40972.6369858599,44446.6533149136,47738.0136339913,43268.5920995261,40124.4891006739,52548.405124605,40102.5665320299,35323.3938249196,33121.8298897578,36537.8106796987,41985.3528466618,71727.2023869878,45577.7449049381,44125.3928732792
"Q62101_S255___1","Q62101","Serine/threonine-protein kinase D1","Prkd1",0.00319616601846799,24,9,24,69476.625869448,94265.7502870132,54603.639248842,84883.0396098772,56924.2114950351,85841.3882709569,69977.3547881163,94792.9470906446,74960.4418436726,62496.9458340987,58018.4726178203,60985.2497858948,63930.0732441832,54138.4791230875,82499.9539601009,70327.39547346,65467.423053664,68978.9509006733,52344.6426986697,56450.1860670334,52502.4230418657,57612.2439667661,68201.6238281838,81536.0481605266
"Q62523_S336___1","Q62523","Zyxin","Zyx",0.0181997645551084,6,12,24,226379.95117654,204340.127983952,210269.748404166,183540.008592365,199305.31872114,164108.778761737,197493.346617067,184582.986892335,193047.848304615,203841.164173728,195003.459521615,190410.027145892,185952.870262738,196563.691636477,174014.745566405,175758.902698626,186528.430112797,188680.667026416,179198.669751631,166699.192542806,173668.926928428,166150.344091091,177312.107060377,184398.125425161
"Q63918_S359___1","Q63918","Serum deprivation-response protein","Sdpr",0.0102529016227634,24,6,24,160695.990012244,148053.936397488,149099.444880342,164417.355804824,165124.223366055,143782.914236749,163133.984893895,154396.979095304,159166.891183672,137945.025111309,145483.418876346,149632.189851158,153631.623009487,137886.59286858,178876.736922765,177875.447381354,154318.774111495,136930.243158617,130491.216229498,145773.690782353,140720.803545092,181198.315542669,153573.250505153,169907.836586576
"Q63918_S363___1","Q63918","Serum deprivation-response protein","Sdpr",0.0419559997041156,24,9,24,349802.50555132,337955.748242295,308132.918992709,353759.938009576,335674.927204114,317457.119259511,343128.996206342,343326.554382349,319487.434983452,316488.64881889,302553.380395267,310494.142001671,318149.547695372,300417.910877593,359189.995318694,361678.147260367,302781.712213085,289986.304286532,255169.133989308,306488.122555199,289180.769612177,345772.716809181,295111.383574025,332449.665934857
"Q63918_S390___1","Q63918","Serum deprivation-response protein","Sdpr",0.0320282846802657,24,9,24,76300.774752065,85613.3766623613,74905.1848534203,82257.7142347716,83172.6172254429,75562.6576322768,90659.6925963283,85792.3563747759,72810.0923453174,73388.4457097861,69860.8478749861,79439.5208788006,88668.1352439527,75778.8434925339,88989.4941033638,92226.9174826296,104206.194823907,97021.8709155219,75626.5054713388,108190.719826049,94342.6118236644,134098.399962072,102071.708815761,119020.530381432
"Q64511_S1387___1","Q64511","DNA topoisomerase 2-beta","Top2b",0.0394879997215206,18,9,24,57092.0228073296,57984.1516484664,58823.3599388721,64687.4575128226,64239.3074243116,66807.5144214251,62352.4347239839,64958.9806839932,62238.9823584857,66196.4223521572,67081.1483196153,68386.9871099272,69609.137105846,66713.9841447783,68338.4577470737,69332.0680118333,65424.4864870605,65402.0091248675,66038.7371714408,68903.2748650821,69057.9434423739,72866.3771614299,67629.1561473997,69565.7306794223
"Q64511_S1453___1","Q64511","DNA topoisomerase 2-beta","Top2b",0.0020187532746724,15,15,24,114299.722626606,99491.0346864806,120433.351463122,123005.673194201,123404.662582452,121662.741278445,116561.001118902,112569.778854828,116379.431968818,110516.065567043,104878.256539097,113176.94591463,120849.816814412,102747.840863639,121366.781927594,124445.78344025,116401.617946474,114264.774486634,115233.004260199,119374.73782566,124804.112499136,122413.709946656,120730.410449157,123249.549549866
"Q64511_S1568___1","Q64511","DNA topoisomerase 2-beta","Top2b",0.00159791211420488,21,6,24,105758.722886496,114962.016195198,110864.621125578,120353.639527217,115937.959237592,116431.263605635,120102.533059495,127511.712805556,115342.635458666,113331.831786576,116378.737792004,118696.330775754,120864.611053362,117706.590247409,126536.215607183,121870.197856991,110695.17428488,116018.369906725,115418.804945632,116246.049406109,107606.329959484,118683.560410341,119227.427796119,111470.347552295
"Q64727_S721___1","Q64727","Vinculin","Vcl",0.0191269998651115,18,15,24,115420.172403495,136114.801915542,137532.101137941,153458.075776339,144077.799288849,164856.052646722,160654.016317555,159026.764350872,139080.111234539,169956.446824803,123670.854485039,137892.36562421,151685.341538319,180205.15596253,162576.792547808,205538.102132249,169879.278043462,178883.203857086,152602.226055559,186418.561879711,176804.415619197,259947.579808359,188058.660437424,193528.239914934
"Q69ZC8_S146___1","Q69ZC8","GPALPP motifs-containing protein 1","Gpalpp1",3.28064376557625e-06,12,18,24,55149.2479586297,57610.6938918196,63231.3801920933,70415.9225613577,66484.873640999,64908.266903306,60472.4053704018,60099.1297783228,56527.9393033579,57540.2214515016,64348.5943453293,66206.6410556857,68012.3256910542,70029.6051084059,63221.4674376183,64117.1719662537,63314.110820173,50566.6587363513,59603.7919542023,65504.1778121395,63782.8211191959,65252.1559703796,66023.7175709818,63591.8189094456
"Q69ZC8_S104___1","Q69ZC8","GPALPP motifs-containing protein 1","Gpalpp1",0.000626020151146879,18,12,24,292888.998989896,312849.122993047,328721.116539275,398232.073845754,331554.451842609,353151.745420708,324287.11408179,312336.002174059,298435.7228561,296786.176610288,330198.789252106,334543.446449783,338757.603867522,341434.895189442,346350.877025359,365552.823192611,346955.042443779,281099.165170448,310852.781331448,345178.61252693,331366.911441205,367943.950519897,337786.071174768,365997.120253713
"Q6A0D4_S536___1","Q6A0D4","Raftlin","Rftn1",0.000481450888119213,6,9,24,25399.6243283318,25888.3920314906,23043.0644767859,23807.3085064782,22340.1920628901,22294.8763057017,25144.65287129,22971.5646098867,25619.6006241332,29439.3759156436,24163.3101794491,22828.1432009575,21625.4105716402,24690.2300234702,24104.9780008594,25040.9063539782,26899.1679055741,27450.2332924193,26318.2108677733,25807.3482084735,23469.7526380986,27981.8113411156,24853.4846623098,21892.5422022296
"Q6P542_S107___1","Q6P542","ATP-binding cassette sub-family F member 1","Abcf1",0.000942518004238586,18,9,24,166938.611796305,170765.199357299,178829.338324285,188405.456036784,177054.557135597,187764.826792744,169824.38783984,188019.823077876,166503.564990707,172122.142474326,172634.490038066,173944.552887259,175197.037086888,178898.410250114,180868.715746012,194900.085043338,172236.886020495,165278.090293312,176583.480672018,172498.335795231,173131.164679617,193891.481027311,183959.560471036,174466.955700419
"Z4YJT3_S81___1","Z4YJT3","La-related protein 1","Larp1",0.0197439998607603,15,12,24,42590.6244852668,46107.35273591,51639.6035363182,53030.4375984765,54867.198910915,49723.811019613,52950.1155662144,51584.1937671308,51513.1060067892,53709.4323827121,52842.8005719761,53478.1087530024,54100.8727765028,52067.6476524428,52830.5278784318,51003.9976056142,52716.829168123,47703.4093764999,46081.3911891259,50230.8780423443,57251.7653533201,57212.218315669,52234.5107456297,64487.125433072
"Q91V89_S565___1","Q91V89","","Ppp2r5d;ppp2r5d",0.0186218590194369,21,18,24,165571.014517405,156216.557449033,154652.393193699,129520.231275557,161208.299917277,152049.523074014,190158.850499891,139539.632641432,157699.857932599,168039.489463611,144667.745839557,148444.085742241,152024.762226362,155675.781530249,171581.722252474,182821.124107366,169277.231265431,166551.372992417,144780.85904812,159684.914860396,128272.353126555,120369.951409095,159425.655181045,164404.281675732
"Q7TQH0-2_S109___1","Q7TQH0-2","Ataxin-2-like protein","Atxn2l",0.0119286665825427,21,6,24,85182.887050561,93293.8043293561,81290.6345480335,88483.6144504042,86433.2401942044,89993.7637269431,96910.29156855,88573.2863382302,80239.3022272011,82904.2557915574,84059.1796771389,86694.9635800854,89300.8011491803,88419.5277010156,89576.1144132313,96428.0354754328,87972.886763592,80800.3225232954,90629.7395711118,89344.2843228794,90614.8683232163,104509.883835832,91118.3995245353,97340.3140197025
"Q7TQH0-2_S337___1","Q7TQH0-2","Ataxin-2-like protein","Atxn2l",0.0127553718773097,15,18,24,30190.061307818,30040.7427833537,31348.2221197066,30494.8455428685,35187.1423328026,28363.0962933487,30480.3609174296,30231.0443014435,29194.9723007237,31493.9339773713,28394.05533,31029.9188260302,33645.8439084464,33208.4617249196,34877.0867964895,38564.045316535,31905.4427486583,32077.1735973191,30309.9041060283,32144.9609035103,36260.4858146021,49859.6411478259,32942.6939119575,32517.7380520418
"Q80X90_S2478___1","Q80X90","Filamin-B","Flnb",0.0162429249502367,21,12,24,96146.6207105063,97194.17468718,91678.6669962861,93870.7259212596,94445.9707424826,87976.3665552543,102275.291509284,96879.9361895189,91569.1353590718,96123.877665411,89502.592182113,91416.3340617628,93301.1947985064,84502.0612137297,101325.350876171,98005.8618347794,97593.6441091636,98740.7288894275,92031.4599574436,102858.492671134,98473.5833137406,97393.4923414937,103413.936311282,102573.558376015
"Q80XP8_S193___1","Q80XP8","Protein FAM76B","Fam76b",0.00927149097316032,21,6,24,49102.698130121,58516.8973454711,53483.7894405528,59216.3009917948,56369.3069817995,58815.2786301491,61268.1282789402,64665.0496686701,53925.1132687789,61077.1463536861,56041.1946047123,57576.4753890359,59138.5801252634,56931.2529848815,61856.533915625,66176.3531920031,53863.1678717805,55253.1843168994,58913.1819955361,56962.9038475132,66699.9360142944,63525.0258480282,64912.5316573716,50222.512412876
"Q8BGC0_S697___1","Q8BGC0","HIV Tat-specific factor 1 homolog","Htatsf1",0.000286774347931495,9,18,24,68231.0113247271,76614.1497378368,78819.0848522972,81597.2809944212,79154.7844987214,71274.5096328607,71111.0678627504,70852.0293091618,70793.7827836584,73139.816114592,75798.1430221843,75054.474972805,74331.7248661466,79592.1426457394,77516.0889098946,74506.8590373327,70594.0684712174,74487.6163117338,84689.0931614467,78420.7607422016,75684.2538827693,77119.9244635694,76405.5054577657,75342.9934513635
"Q8BGU5_S25___1","Q8BGU5","Cyclin-Y","Ccny",5.08823544963214e-06,24,9,24,17592.1218163912,17713.7195168985,13727.5307754511,13470.673704858,13754.1184462545,17498.3609349061,18929.3595354852,21757.7808575854,18767.2327236883,21678.3745358939,14375.784667569,15438.7753755845,16476.070981452,15338.7085743712,20524.4662095906,21398.618852643,17947.5932170293,14732.8595808114,14274.7772554456,16621.9589315584,19429.4747874538,19080.5601443764,21050.583409438,20224.859519309
"Q8BGU5_S324___1","Q8BGU5","Cyclin-Y","Ccny",0.000297288073457887,24,9,24,27443.4431877456,35080.2111406242,24688.2410713621,33864.8612519868,25753.6837847002,36421.4979988644,30107.1323604691,44960.3444407687,30794.0276193671,32112.6378991636,28439.7747456708,29530.3305596482,30593.6158230993,28762.6184454588,38283.371997328,38171.0859695353,28297.7164009683,22389.8192405488,25789.0619673681,26165.1892207258,31932.4346814827,35802.3512032226,36208.8040592397,36039.2662863957
