"uniprot","protein_names","gene_names","wt_1","wt_2","wt_3","wt_4","cko_1","cko_2","cko_3","cko_4"
"Q3TZM9","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase","Alg11",1.03875904099719,1.0423330890764,1.0174433826137,1.00056310250165,1.03246309884918,1.01398074396911,1.06628463969358,1.11890012623963
"Q3TZX8","Polynucleotide 5-hydroxyl-kinase NOL9","Nol9",1.19514569993185,1.00870934207339,1.03466657711624,1.2772165920112,1.10820966554595,1.04015503324421,1.03867689517204,1.41133180117056
"Q3TZZ7","Extended synaptotagmin-2","Esyt2",1.00096124561353,1.04099939782554,1.05702085155983,1.00068458739234,1.02138133180494,1.0170734290029,1.00979964333541,1.06663260590461
"Q3U0B3","Dehydrogenase/reductase SDR family member 11","Dhrs11",1.19213899876227,1.13576028110544,1.00622146891172,1.60771630567542,1.17584487219374,1.35498308047227,1.03418219256399,1.50073861703273
"Q3U0D9","E3 ubiquitin-protein ligase HACE1","Hace1",1.06757698320192,1.22166480558976,1.06990892723536,1.05891396150334,1.0406594941779,1.02414541924519,1.0846032753007,1.01208429085076
"Q3U0J8","TBC1 domain family member 2B","Tbc1d2b",1.00188324633454,1.00304233925482,1.0863779014199,1.02581299760532,1.03600470016321,1.03647900345577,1.0332561048883,1.07715971419529
"Q3U0K8","Prolyl 3-hydroxylase OGFOD1","Ogfod1",1.11417189842227,1.07392998351521,1.05067535862236,1.00613274178043,1.00433154605651,1.08547312421954,1.01523627043388,1.15886299623039
"Q3U0M1","Trafficking protein particle complex subunit 9","Trappc9",1.03840731867337,1.02050615247436,1.03490356918293,1.02003559971572,1.00920165890472,1.0061836110118,1.02766381290345,1.02988239118622
"Q3U0V1","Far upstream element-binding protein 2","Khsrp",1.02881511110673,1.00073011471858,1.04425411143175,1.00311332407481,1.03464803525298,1.01832327405971,1.03718113397552,1.02701763144446
"Q3U0V2","Tumor necrosis factor receptor type 1-associated DEATH domain protein","Tradd",1.10587043948852,1.03925777834415,1.02319217016987,1.0139197441423,1.04587430062174,1.03749960784221,1.03302585688772,1.04843223039648
"Q3U182","CREB-regulated transcription coactivator 2","Crtc2",1.05844420534627,1.18683904294311,1.31732716651893,1.08255425752501,1.01844711091575,1.114756312743,1.0544747821506,1.23400612327029
"Q3U186","Probable arginine--tRNA ligase, mitochondrial","Rars2",1.00117337836536,1.01385599076001,1.0574098811271,1.16139926740734,1.12247673131057,1.07911141855117,1.09129347617787,1.14851088056143
"Q3U1F9","Phosphoprotein associated with glycosphingolipid-enriched microdomains 1","Pag1",1.17920349796844,1.33808655813343,1.43847674372328,1.16405190968328,1.13226137191623,1.02312610808454,1.37072420358757,1.3888005522557
"Q3U1G5","Interferon-stimulated 20 kDa exonuclease-like 2","Isg20l2",1.04497638208665,1.0016021514932,1.04072539353113,1.02474467071084,1.02218724969164,1.06015936956588,1.10721758036463,1.03949429973855
"Q3U1J4","DNA damage-binding protein 1","Ddb1",1.0084226129735,1.00247959119751,1.03949464646744,1.03276442173105,1.059411500726,1.02471930258408,1.01902455203376,1.00073374414348
"Q3U1N2","Sterol regulatory element-binding protein 2;Processed sterol regulatory element-binding protein 2","Srebf2",1.1396590442209,1.10941864135693,1.13111894466374,1.1285109534106,1.33767693955883,1.04613473657377,1.10266006961508,1.10594288697402
"Q3U1T3","Breast cancer metastasis-suppressor 1-like protein","Brms1l",1.07775976037034,1.0013077760134,1.02038064247569,1.00089062327816,1.07604243056244,1.05226576005628,1.25777606070892,1.10820869090002
"Q3U1T9","DENN domain-containing protein 1B","Dennd1b",1.12633651561927,1.23978138202052,1.04908881736027,1.11177027483666,1.03516468227748,1.00277242725033,1.1934246495684,1.00941970401804
"Q3U1V6","Ubiquitin-conjugating enzyme E2 variant 3","Uevld",1.02635606344911,1.05223017406123,1.03076881297108,1.00572503543517,1.02374483383813,1.05556375365378,1.00635929922673,1.04221120431362
"Q3U269","Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2","Tstd2",1.30473035742776,1.13844337478029,1.17745026730156,1.09540575991654,1.08375078619882,1.00066803147699,1.13485348310021,1.80757238203727
"Q3U284","Transmembrane protein 231","Tmem231",1.25884161197615,1.25777841312476,1.03667259682432,1.06447935293002,1.04851045522036,1.61230516304917,1.11918521948932,1.15359461712886
"Q3U2A8","Valine--tRNA ligase, mitochondrial","Vars2",1.01543155105423,1.00439095090308,1.06490193958029,1.19591386722385,1.08499679920166,1.0561439038686,1.0594849851428,1.07099672013425
"Q3U2I3","FTS and Hook-interacting protein","Fam160a2",1.03482324821261,1.02908036936758,1.00392632397944,1.00964063991568,1.01378586046363,1.0863060063056,1.05610500302075,1.02686402895264
"Q3U2J5","Calmodulin-lysine N-methyltransferase","Camkmt",1.1926120664172,1.03831240223057,1.03944920767037,1.14515614616689,1.03199526422946,1.06752670719359,1.11616074453369,1.06495073760821
"Q3U2P1","Protein transport protein Sec24A","Sec24a",1.00305237839285,1.03411884797617,1.07218640862535,1.01483543852515,1.0346914679727,1.01430462482997,1.01502959099744,1.05322437600351
"Q3U2S4","OTU domain-containing protein 5","Otud5",1.00906130282596,1.14489669788051,1.01115428832496,1.09628274599349,1.04824974585807,1.17738979321153,1.10167430997578,1.19164832493256
"Q3U2V3","8-oxo-dGDP phosphatase NUDT18","Nudt18",1.1587010013763,1.00575082527763,1.05229110448697,1.05402948175253,1.08684922826847,1.01055451864686,1.03709233104131,1.10388272560691
"Q3U308","Cytoplasmic tRNA 2-thiolation protein 2","Ctu2",1.05512420178845,1.00463843292553,1.09422857679517,1.12877335862379,1.04186785729343,1.01372240796955,1.02724823437951,1.05119917005137
"Q3U319","E3 ubiquitin-protein ligase BRE1B","Rnf40",1.03270527870115,1.04267008800646,1.01538783465087,1.01592396422414,1.01273233237525,1.05148639729891,1.00701962193116,1.02678055534589
"Q3U3E2","Protein FAM117B","Fam117b",1.09496048949125,1.06133559182608,1.5499390192414,1.38618217849657,1.66897835392572,1.25681795777233,1.00988262222699,1.64133638220795
"Q3U3N6","AP-4 complex accessory subunit tepsin","Enthd2",1.06046355459042,1.01374409984052,1.03011170060843,1.11540785806306,1.10719759589636,1.01452750718406,1.06860361367565,1.26311559492779
"Q3U3Q1","Serine/threonine-protein kinase ULK3","Ulk3",1.19360911130611,1.03908668746047,1.00877316661028,1.03804654250683,1.02108010982369,1.06014457980876,1.23524884835676,1.16588441019575
"Q3U3R4","Lipase maturation factor 1","Lmf1",1.16760268296269,1.12987911285879,1.0224693132134,1.00704432903702,1.10106173711513,1.06246740320153,1.16234156272445,1.06992309755773
"Q3U3T8","WD repeat-containing protein 62","Wdr62",1.0604045043736,1.1794924587561,1.24642658181873,1.10148925171277,1.19969145542125,1.0589748817314,1.19617796250471,1.05492454434067
"Q3U3V8","X-ray radiation resistance-associated protein 1","Xrra1",1.06306143770481,1.25545609371817,1.04858510598164,1.17946856017405,1.07141584468651,1.01445001885908,1.11311972014812,1.02598205896962
"Q3U3W5","Putative protein arginine N-methyltransferase 9","Prmt9",1.06161032127286,1.01222236842294,1.0533958662684,1.01437298768791,1.06893352633676,1.02368618606005,1.03276451364207,1.07380020891006
"Q3U487","E3 ubiquitin-protein ligase HECTD3","Hectd3",1.05602758188286,1.08978324762681,1.00757987467377,1.06963261236681,1.00086830064123,1.05209241814991,1.0461804987473,1.00221807398374
"Q3U4G3","Xyloside xylosyltransferase 1","Xxylt1",1.00934820959614,1.11384475724296,1.05350962432134,1.00582400610184,1.06081700511711,1.02249471134117,1.09752463424403,1.13356879479052
"Q3U5F4","YrdC domain-containing protein, mitochondrial","Yrdc",1.08020390820974,1.00249204844281,1.04230224199728,1.03979084181732,1.12233480851127,1.11306328259586,1.02053990105501,1.00805354520871
"Q3U6U5","Putative GTP-binding protein 6","Gtpbp6",1.21629706161871,1.05399536323805,1.01407220919504,1.94367392280704,1.27794449024387,1.06679695566945,1.07833985633603,1.090385087529
"Q3U7R1","Extended synaptotagmin-1","Esyt1",1.00875179630716,1.02481787252816,1.00901722770577,1.00513923593512,1.0166464255769,1.03080722862802,1.02308380898013,1.02753236183259
"Q3U7U3","F-box only protein 7","Fbxo7",1.05806888128321,1.05012036654768,1.21283792572437,1.08704433330097,1.05294069883416,1.01642981828222,1.09137092773431,1.06176495222043
"Q3U821","","Wdr75",1.04276332771814,1.00129334090435,1.03411361880428,1.01170781954623,1.0017534842067,1.03495544255043,1.02795889844258,1.20961675487768
"Q3U898","Myeloma-overexpressed gene 2 protein homolog","Myeov2",1.07005266983264,1.00774266121917,1.02201999175249,1.23065129872241,1.05611246102631,1.18909641153468,1.05553297085735,1.00391424308273
"Q3U962","Collagen alpha-2(V) chain","Col5a2",1.05800150958732,1.02117630308521,1.01396510421436,1.02185880126152,1.01213394655943,1.07909140929329,1.04099196711449,1.04866788621255
"Q3U9F6","RING finger protein 166","Rnf166",1.22437866833646,1.22106309055694,1.10806181234358,1.09460365213201,1.28610748686808,1.0386534710022,1.05564611537888,1.14087370561457
"Q3U9G9","Lamin-B receptor","Lbr",1.02998043880803,1.08918257302237,1.04526712992997,1.0689224656607,1.00909344571613,1.01667148293253,1.13187359254976,1.11520983791769
"Q3UA06","Pachytene checkpoint protein 2 homolog","Trip13",1.02083124709271,1.20956093971691,1.00527987142852,1.03437856912411,1.07482032308605,1.22447703180729,1.09354374529342,1.31502860638754
"Q3UA37","Glutamine-rich protein 1","Qrich1",1.18223719756863,1.1078607703577,1.05464181591861,1.15224635923663,1.06116003096752,1.06781621915783,1.05174102455418,1.00594582187178
"Q3UBG2","PTB-containing, cubilin and LRP1-interacting protein","Pid1",1.06749763179772,1.06517344589619,1.03665931209297,1.02996261721174,1.05747516788544,1.02288242316744,1.00627980246699,1.11116087822263
"Q3UBX0","Transmembrane protein 109","Tmem109",1.14815251114506,1.08385569350172,1.01616878392228,1.05261570235231,1.05877043108246,1.04406495050935,1.03159971867051,1.08762964159045
"Q3UBZ5","MIF4G domain-containing protein","Mif4gd",1.03744680207959,1.0846366897765,1.0727376424914,1.1022678778944,1.06032135838005,1.04988300547338,1.08947997184359,1.02067359668898
"Q3UCV8","Ubiquitin thioesterase otulin","Otulin",1.01021577418538,1.06623731340017,1.05694737466858,1.02750534127442,1.00074350790572,1.0166041726872,1.04168919538502,1.05344049510911
"Q3UD01","Putative ataxin-7-like protein 3B","Atxn7l3b",1.04336247673678,1.07776119129076,1.07085740115224,1.01310979175854,1.0311969349497,1.03632244944542,1.05405288658102,1.0992774467311
"Q3UDE2","Tubulin--tyrosine ligase-like protein 12","Ttll12",1.02843036158815,1.01431407320341,1.03967397183646,1.02095172457507,1.01824689093944,1.00405440437214,1.00948736082115,1.07335152061152
"Q3UDK1","TRAF-type zinc finger domain-containing protein 1","Trafd1",1.10998786135407,1.04408029413641,1.05623700839792,1.00484732958757,1.09416346985493,1.1180926065078,1.00543782413312,1.10087546787763
"Q3UDP0","WD repeat-containing protein 41","Wdr41",1.08574470054207,1.02701038631652,1.00803755633223,1.05851643863089,1.00188248467271,1.03017437493103,1.02864780643947,1.07424483239324
"Q3UDR8","Protein YIPF3;Protein YIPF3, N-terminally processed","Yipf3",1.01286465821832,1.0203191738666,1.02543994738671,1.20022884197716,1.03129976520858,1.01205685615589,1.0292695473452,1.05694916141132
"Q3UDW8","Heparan-alpha-glucosaminide N-acetyltransferase","Hgsnat",1.04344666805597,1.01709587431164,1.0698299044989,1.05722762698307,1.13000113022826,1.04226624198793,1.00298565782411,1.2375318661177
"Q3UE17","RNA-binding protein MEX3D","Mex3d",1.09393072711148,1.0597837205582,1.0806623739819,1.02088031103527,1.01592027849905,1.08063860381402,1.08324488021639,1.01912151112914
"Q3UE31","Uncharacterized protein KIAA0930 homolog","",1.08500399109283,1.09584064676235,1.12972812209573,1.11669391542379,1.0503548723153,1.22327286866309,1.12138073430629,1.07859400876833
"Q3UE37","Ubiquitin-conjugating enzyme E2 Z","Ube2z",1.01610664158841,1.00735016699948,1.02984973026178,1.02419841476911,1.00623968431322,1.00658260967973,1.0029030485815,1.01473584820107
"Q3UEB3","Poly(U)-binding-splicing factor PUF60","Puf60",1.02132665692791,1.00280816748659,1.04238137675598,1.01512464931492,1.01673136204051,1.04387241984507,1.00871571106595,1.0695513175303
"Q3UFB2","Box C/D snoRNA protein 1","Znhit6",1.13780507603753,1.25299579621581,1.45420731216753,1.0681568118547,1.02172200590768,1.12183985044657,1.19196193895413,1.31620232563622
"Q3UFF7","Lysophospholipase-like protein 1","Lyplal1",1.05067748426781,1.04676231333367,1.11607838922844,1.04161206140568,1.08269907378358,1.06116781953687,1.18996146197054,1.02453035241276
"Q3UFK8","FERM domain-containing protein 8","Frmd8",1.03518820049632,1.01213083341159,1.03404638588029,1.02047417223719,1.07133734116273,1.04932629975714,1.06700781235933,1.01441105209672
"Q3UFM5","Nucleolar MIF4G domain-containing protein 1","Nom1",1.22943437140144,1.27768382036928,1.16071119158882,1.11173388558044,1.85817001424885,1.0924883762727,1.20945523860888,1.13741530606384
"Q3UFS0","Protein zyg-11 homolog B","Zyg11b",1.04781801385684,1.1028585539761,1.01359649462082,1.09730173441173,1.08659746311559,1.0841729902934,1.05889705487206,1.02487652529961
"Q3UFS4","G patch domain-containing protein 11","Gpatch11",1.26790214286209,1.20614577905239,1.16517679542727,1.0068279619127,1.26236013168465,1.10979415119078,1.1675774082606,1.03529814993736
"Q3UFY0","Ribosomal RNA processing protein 36 homolog","Rrp36",1.14273403398078,1.01191985814406,1.17254713545542,1.02682598477856,1.1017396884466,1.05546286017431,1.11926755805674,1.1709777620445
"Q3UFY7","7-methylguanosine phosphate-specific 5-nucleotidase","Nt5c3b",1.04586152734464,1.11129319902471,1.01750445059636,1.00360088821336,1.00482198228474,1.00819163356364,1.08857261548145,1.00837633720929
"Q3UFY8","Mitochondrial ribonuclease P protein 1","Trmt10c",1.02847122724734,1.08829369692992,1.04501696063159,1.06213417300269,1.10477309815495,1.05153543580915,1.02846612112584,1.10388824571334
"Q3UG98","N-acetyltransferase 9","Nat9",1.13629012305835,1.11448276283317,1.10210733073815,1.05042419305549,1.02363282387889,1.0117403433514,1.01303897427459,1.48632856654509
"Q3UGC7","Eukaryotic translation initiation factor 3 subunit J-A;Eukaryotic translation initiation factor 3 subunit J-B","Eif3j1;Eif3j2",1.01366511736519,1.02567061015411,1.01156546430861,1.05445691385727,1.001358452511,1.0083086869803,1.09916754659833,1.11296488575791
"Q3UGF1","WD repeat-containing protein 19","Wdr19",1.03720397800101,1.0382397066147,1.08746915871127,1.26794220476448,1.0130612066195,1.02133527224386,1.04811561863409,1.41355792854127
"Q3UGP8","Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase","Alg10b",1.19831793471152,1.0101421426292,1.04163815012188,1.06111734513788,1.0279637925745,1.0531839441576,1.01700629824237,1.02763723151474
"Q3UGP9","Leucine-rich repeat-containing protein 58","Lrrc58",1.15610675711493,1.09000280793225,1.01126442369759,1.02074448619175,1.05823944168465,1.05160646278569,1.14597985719819,1.11903755372872
"Q3UGR5","Haloacid dehalogenase-like hydrolase domain-containing protein 2","Hdhd2",1.08805848875463,1.03595105135927,1.02464388562732,1.02286763778167,1.05997780065985,1.01135466187753,1.0948289150963,1.01419653531667
"Q3UGS4","Protein FAM195B","Fam195b",1.08833583675765,1.05550229673811,1.04611997391473,1.00055527653306,1.01766024659618,1.03365494701822,1.04124368585503,1.01271933065619
"Q3UGX3","N-acetylaspartate synthetase","Nat8l",1.34738280496095,1.19787748345644,1.01161912489408,1.03774306951327,1.22865895036639,1.05997086322577,1.1738642624268,1.43344596489236
"Q3UH60","Disco-interacting protein 2 homolog B","Dip2b",1.00390286048316,1.0248953626656,1.01555177036606,1.02093029835948,1.04019706790128,1.06598774269931,1.04839740279163,1.09855286721145
"Q3UH68","LIM and calponin homology domains-containing protein 1","Limch1",1.12453415725241,1.08668364730272,1.03761433476654,1.01976629356439,1.07336354606903,1.06637825117567,1.07896779729229,1.0617993107989
"Q3UH93","Plexin-D1","Plxnd1",1.19117084120745,1.09539769594058,1.01083114312218,1.39902971548167,1.31154771091186,1.00556263370292,1.31660530873702,1.13791869652948
"Q3UHA3","Spatacsin","Spg11",1.04273139409102,1.08727253296313,1.00669249900592,1.1829121580007,1.20738173771371,1.01828312728629,1.05434610423836,1.07204455679993
"Q3UHB1","5-nucleotidase domain-containing protein 3","Nt5dc3",1.0352289390217,1.03057865856988,1.02523464691509,1.02467557729742,1.00379159544785,1.08169983795465,1.08631975068401,1.02861718562899
"Q3UHC0","Trinucleotide repeat-containing gene 6C protein","Tnrc6c",1.12176494643416,1.02201989895986,1.13410163766388,1.10850042582913,1.10155464424628,1.0455018028413,1.06668345724266,1.05691855819727
"Q3UHC2","Leucine-rich repeat serine/threonine-protein kinase 1","Lrrk1",1.06404320233355,1.13838601030437,1.06394221770282,1.1528175882948,1.13318921907005,1.24272832695263,1.10829461217621,1.06665939692935
"Q3UHC7","Disabled homolog 2-interacting protein","Dab2ip",1.0100286755264,1.02402360934708,1.00332443199588,1.05928257609037,1.02433778008916,1.0523273113252,1.04214722700534,1.03180011209616
"Q3UHD2","Glucose-fructose oxidoreductase domain-containing protein 1","Gfod1",1.08476271232634,1.06323819996097,1.10978939852687,1.02895589786898,1.05005009426856,1.14940093095917,1.16057303513244,1.38301735883442
"Q3UHD6","Sorting nexin-27","Snx27",1.02470614944926,1.00449699884306,1.01290545782024,1.05727546826561,1.00286609601157,1.00844707702081,1.01066430437322,1.0143359739802
"Q3UHH1","Zinc finger SWIM domain-containing protein 8","Zswim8",1.02336298318897,1.03673647706079,1.04690048543029,1.02123333824495,1.05712434362705,1.00903929575256,1.04595818659419,1.0310003848305
"Q3UHI4","Protein TMED8","Tmed8",1.21621173303507,1.03645665859116,1.11432667566467,1.2357179663005,1.03503659263219,1.09148266640117,1.01128629215977,1.22104323375307
"Q3UHJ0","AP2-associated protein kinase 1","Aak1",1.00591098497477,1.01083641938705,1.00803781214469,1.05025869426951,1.02438444162728,1.05279072070983,1.00683954686311,1.00100008151729
"Q3UHK8","Trinucleotide repeat-containing gene 6A protein","Tnrc6a",1.25369226917316,1.17700118911829,1.02340266535909,1.24153502286286,1.11497009812109,1.00197328027278,1.12814126003436,1.27837151520706
"Q3UHN9","Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1;Heparan sulfate N-deacetylase 1;Heparan sulfate N-sulfotransferase 1","Ndst1",1.04590713763544,1.02433985126503,1.1134638426929,1.03839527575433,1.05721408449526,1.06411160961111,1.0840626504062,1.03701589524147
"Q3UHQ6","Protein dopey-2","Dopey2",1.02523556895794,1.11946171728943,1.03304291955138,1.02376650409731,1.02843744602807,1.04215222790361,1.0286178181264,1.04589374836189
"Q3UHX0","Nucleolar protein 8","Nol8",1.05835228897288,1.10541051482811,1.02503075720319,1.00027239867101,1.03609484054555,1.00251776612884,1.04577720258574,1.12897234443987
"Q3UHX2","28 kDa heat- and acid-stable phosphoprotein","Pdap1",1.00886489277524,1.06859362436881,1.02395112870608,1.04592814008257,1.01074412110792,1.02276356877574,1.03561429285563,1.01187892794668
"Q3UHX9","Putative methyltransferase C9orf114 homolog","D2Wsu81e",1.10820441785083,1.01850142365827,1.1187491134802,1.20366706896974,1.0353797071497,1.00291172738059,1.02113711328181,1.33911705101906
"Q3UI43","BRISC and BRCA1-A complex member 1","Babam1",1.03927315174053,1.02975608993608,1.0010878524031,1.10951858553708,1.07659174814833,1.05022008258434,1.01185904676362,1.19477200562159
"Q3UIA2","Rho GTPase-activating protein 17","Arhgap17",1.07109427890691,1.03010418401227,1.02432369399703,1.01483344581621,1.02555416315186,1.01384264430871,1.01334029641957,1.03530757110807
"Q3UIK4","N6-adenosine-methyltransferase subunit METTL14","Mettl14",1.18037596010648,1.19890556737853,1.16984513410184,1.43638849984258,1.1605552201929,1.09852094370297,1.17321621546721,1.0308677010493
"Q3UIL6","Pleckstrin homology domain-containing family A member 7","Plekha7",1.06152081278945,1.05676086327965,1.05612053630736,1.04641638171173,1.13694694488669,1.0423710428354,1.0505870960249,1.04979395551992
"Q3UIR3","E3 ubiquitin-protein ligase DTX3L","Dtx3l",1.00147684071411,1.00795781445326,1.02139268941444,1.09791923441586,1.17451632080265,1.13964057670729,1.09625635474177,1.03305615432135
"Q3UIU2","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6","Ndufb6",1.05360806702937,1.0336856541056,1.03425288103774,1.01838812596272,1.00229890395206,1.01470133981244,1.02365195999137,1.00802961286028
"Q3UJB9","Enhancer of mRNA-decapping protein 4","Edc4",1.02303236916758,1.00043152054211,1.02246460500664,1.00310092844154,1.00687718286642,1.00193518309821,1.00433354542146,1.03625365529394
"Q3UJD6","Ubiquitin carboxyl-terminal hydrolase 19","Usp19",1.03878467267956,1.04503099586652,1.00594090709192,1.00567989108872,1.0116592970687,1.03959203646452,1.02152902748979,1.01502197709483
"Q3UJK4","GTP-binding protein 2","Gtpbp2",1.02533061786113,1.06316644918463,1.39413539204035,1.12240645204084,1.09840688691869,1.14236379529026,1.01793431813564,1.05169354895539
"Q3UJP5","Protein C8orf37 homolog","",1.03099217489314,1.09380581635114,1.00827589485924,1.00989705716078,1.06207406331721,1.03540318910646,1.05887329626104,1.18214385619834
"Q3UJU9","Regulator of microtubule dynamics protein 3","Rmdn3",1.02397245605456,1.0255552939364,1.07349140120254,1.048892517118,1.00324076253108,1.02011991989939,1.04947826876855,1.06292746553843
"Q3UKC1","Tax1-binding protein 1 homolog","Tax1bp1",1.03813748161933,1.06027424228498,1.05739857161697,1.01423567381721,1.04989118627914,1.01943545122712,1.06987504845677,1.13687755288779
"Q3UKJ7","WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed","Smu1",1.09190522386695,1.02815447136197,1.00224819002786,1.01794260457204,1.01065561208477,1.00162275990656,1.0139840075371,1.01938630878192
"Q3UL36","Arginine and glutamate-rich protein 1","Arglu1",1.00621374679917,1.01176175851287,1.00929477037803,1.02115999068622,1.03939817455145,1.06124514921831,1.00225868153954,1.00142473005913
"Q3ULD5","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial","Mccc2",1.07405207558202,1.04559095273488,1.02218529532491,1.0286826920152,1.01429446087436,1.01962084563641,1.07356505840437,1.06499386771951
"Q3ULF4","Paraplegin","Spg7",1.04376266048353,1.07042037321196,1.00880697133373,1.02303641620659,1.00603015214102,1.00466820629901,1.0490603440291,1.08151576499802
"Q3ULJ0","Glycerol-3-phosphate dehydrogenase 1-like protein","Gpd1l",1.05371353409351,1.0329560140834,1.09626692507906,1.08260357406297,1.02156263115338,1.02850106866867,1.0799793201233,1.02090437226056
"Q3ULW8","","Parp3",1.00420476532836,1.01490689261676,1.01383712786761,1.07770720709251,1.03082014958142,1.04102141338015,1.04495164459956,1.00204182419945
"Q3ULZ2","FH2 domain-containing protein 1","Fhdc1",1.21070328907222,1.09322360266279,1.19861212126437,1.20783358546561,1.02495059389962,1.09768461878323,1.21085712105745,1.10085505224912
"Q3UM18","Large subunit GTPase 1 homolog","Lsg1",1.01452206096478,1.04245842054482,1.0175301186103,1.02029191174344,1.02644303036381,1.09048241626349,1.02435675137609,1.04694021902351
"Q3UM29","Conserved oligomeric Golgi complex subunit 7","Cog7",1.01981758809624,1.01622448576571,1.04325184339608,1.00938102146384,1.05031718528578,1.00843522517944,1.00077928416093,1.01951465307033
"Q3UM45","Protein phosphatase 1 regulatory subunit 7","Ppp1r7",1.01092463929667,1.02181271104502,1.00676515815556,1.03310141764237,1.0225785398846,1.0058067131736,1.02491768397247,1.05271137062516
"Q3UMB5","Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog","Smcr8",1.06458759108517,1.06172030876614,1.09469174821859,1.1409402643251,1.03345734580922,1.06661073145455,1.11384307148315,1.30017344030181
"Q3UMB9","WASH complex subunit 7","Kiaa1033",1.03116899394666,1.03157199009631,1.01587452082057,1.00259998206167,1.00186598652448,1.00743258750324,1.00966275860889,1.02109615492578
"Q3UMC0","Spermatogenesis-associated protein 5","Spata5",1.02126544817039,1.01098707777321,1.03388057892254,1.06686309052909,1.03681569674577,1.03245350598013,1.00315585192416,1.02902668007497
"Q3UMF0","Cordon-bleu protein-like 1","Cobll1",1.00991022598328,1.00127478157389,1.0344974876768,1.00428702217883,1.04387763261065,1.0143552182338,1.08336374654085,1.08464527959293
"Q3UMQ8","H/ACA ribonucleoprotein complex non-core subunit NAF1","Naf1",1.14759655633476,1.0948088505459,1.04019652388311,1.04076529686192,1.15190384185889,1.08288155137813,1.07706550538121,1.17711548436044
"Q3UMR0","Ankyrin repeat domain-containing protein 27","Ankrd27",1.17130057390209,1.00485711358198,1.11871168723393,1.11696076485611,1.04414831755661,1.01434598333867,1.12557652451513,1.34522002039214
"Q3UMR5","Calcium uniporter protein, mitochondrial","Mcu",1.04540087059243,1.01195689900412,1.02278431643964,1.01290235035095,1.01860881210152,1.00789535379751,1.06211083553227,1.01490232789212
"Q3UMT1","Protein phosphatase 1 regulatory subunit 12C","Ppp1r12c",1.02329707382163,1.03210158628919,1.05387311809355,1.0214667983427,1.03651855900111,1.04808614595883,1.01201497649572,1.06343046813994
"Q3UMU9","Hepatoma-derived growth factor-related protein 2","Hdgfrp2",1.03622588144654,1.03562455949248,1.05109880240188,1.06264469320889,1.02926218374476,1.01423767374463,1.08079458132386,1.0121286016132
"Q3UMW7","MAP kinase-activated protein kinase 3","Mapkapk3",1.13342308610432,1.11390987383616,1.07037453705659,1.19920225082817,1.17429106679585,1.15116901829875,1.13667743444368,1.00647389724912
"Q3UMW8","Ceroid-lipofuscinosis neuronal protein 5 homolog","Cln5",1.0313481321235,1.05533754837695,1.01561489240874,1.01076450020479,1.00245736950148,1.03655269343187,1.03926925464832,1.02674466548287
"Q3UMY5","Echinoderm microtubule-associated protein-like 4","Eml4",1.03604119035609,1.05507329520554,1.01485603931797,1.16751485888204,1.02482498412186,1.03836232648936,1.00514025817431,1.0699120718683
"Q3UN02","Lysocardiolipin acyltransferase 1","Lclat1",1.07625836465527,1.03236775865295,1.02292236128343,1.01004100569888,1.01531255197509,1.00622768790152,1.05703699893161,1.02492234826649
"Q3UN04","Ubiquitin carboxyl-terminal hydrolase 30","Usp30",1.04632199322571,1.04107544962585,1.00999450762173,1.07952790910732,1.09757935646432,1.03376263377562,1.02815915548243,1.08301065131114
"Q3UNZ8","Quinone oxidoreductase-like protein 2","",1.07363978106916,1.44875676403805,1.07269577381059,1.03595437549333,1.31424310217376,1.31967083728955,1.01960944430496,1.00244413903203
"Q3UPF5","Zinc finger CCCH-type antiviral protein 1","Zc3hav1",1.03592542544912,1.01129674173853,1.0147987207598,1.11709391104605,1.03576223441555,1.07579757323704,1.02796491658175,1.00317217112008
"Q3UPH1","Protein PRRC1","Prrc1",1.02157681718026,1.02164294266835,1.00336834898791,1.02337490789338,1.01981797120688,1.00882888302517,1.00088897037487,1.087924516916
"Q3UPH7","Rho guanine nucleotide exchange factor 40","Arhgef40",1.02772368225679,1.00582340096571,1.01432470842921,1.01608051000449,1.05314952146265,1.00293766962446,1.07648278515223,1.12495103385758
"Q3UPI1","Protein FAM198B","Fam198b",1.03438191353616,1.17221483300706,1.02817719546365,1.05147117480324,1.00764232115502,1.04047315310596,1.03977306516635,1.12286179694857
"Q3UPL0","Protein transport protein Sec31A","Sec31a",1.01146445483468,1.02844547565349,1.01214219987128,1.02865666693474,1.00109718920272,1.00439169328492,1.022123522227,1.03379728523633
"Q3UQ28","Peroxidasin homolog","Pxdn",1.03169822397504,1.08126594177662,1.03317932574404,1.04468062050403,1.01113222709677,1.00977865334786,1.04314857267364,1.00979174655966
