"Uniprot_ID","Protein_names","Gene_names","pVal","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3"
"Q8BQV7","60S ribosomal protein L35a","Rpl35a",0.000202279500524445,15,6,24,176743.555442474,181562.811946117,190559.956427087,208226.142790665,192623.938757317,196395.303346849,159647.64003671,149350.39193298,174331.87218,175427.437333266,203845.148948851,174066.974982062,192586.374024891,178777.75005531,167635.221781623,169295.537803829,167966.854396907,160324.756642806,179198.315450036,183440.83390786,187900.780110999,206702.685531086,168034.667221941,168062.918294469
"O55143","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","Atp2a2",0.0139853332347052,24,12,24,2262920.29637138,2464509.92559386,2349588.53731094,2048063.06525887,2018754.42377582,2007298.74022069,2324059.70947515,2395756.2051541,2310638.19288562,2160181.32986073,2189803.79577742,2085854.1045674,2363360.05399567,2311504.73606759,2438718.42347143,2523545.99407126,2293974.24314052,2346851.46361267,2180202.46269098,2384909.79162245,2273889.27459684,2432327.26389277,2480959.99662339,2408997.52367202
"O55187-2","E3 SUMO-protein ligase CBX4","Cbx4",0.00091474757758593,21,12,24,16099.2507341205,17486.3898119015,15103.7886057654,16274.7340818003,17469.1871449356,15803.2291873438,17525.6471941992,16937.4335563822,13940.2917302191,15198.6392955337,14515.192698622,17278.83107787,16085.9779868597,16949.9767572288,16996.6146634855,17566.2998247071,15774.2633334845,15711.5522319641,13918.6301461233,15741.2624458863,16318.1705083788,17769.221935351,16276.1564871411,16899.2283457538
"Q54AG5","Choline/ethanolamine kinase","Chkb",0.00138665874984179,15,9,24,141202.172615616,134131.165427697,138981.339983698,139292.514939531,140540.930857835,137868.39523394,140822.800510503,135815.682411273,130755.82725334,133915.363198251,138700.378182286,139452.364841293,141821.200078042,138316.326402252,130541.936417598,132630.870345277,143699.57689412,137859.870566015,136097.892823782,140277.006301647,143666.465924633,140120.849319979,136861.194422499,135086.263478835
"O70251","Elongation factor 1-beta","Eef1b;Eef1b2",0.00515767609507281,9,15,24,2492503.23384431,2422325.25572827,2464785.8163602,2492654.09410068,2433686.14815373,2490930.92312977,2343353.84524758,2413496.88749643,2492986.20223186,2400546.43453087,2521285.75400767,2465234.52430981,2453697.29150119,2424715.78888434,2336987.08839857,2277272.08936085,2321681.84611928,2329403.97449093,2448280.11427627,2387686.6398083,2355408.75640527,2270438.34079776,2282439.76014562,2315704.63479589
"Q4FK50","Protein-tyrosine sulfotransferase 1","Tpst1",0.0159939456902311,24,15,24,73465.5247059992,80931.6992329172,76063.3642420741,74298.3608294906,74563.2875831769,71610.1257630224,81563.1630322629,85402.8270217232,82894.6326225904,81508.17721145,80491.0275284738,77233.5626852481,79692.1264151671,78271.7559324229,82283.8931370066,88325.4361216538,76042.6406763009,80670.6693508576,79157.4393965718,84285.8864397805,78584.1512521491,80533.9446262072,83521.6826885896,81876.4180846292
"Q6PE70","Integrin beta;Integrin beta-5","Itgb5",0.0441585425452048,24,12,24,405874.008117291,424854.259377747,428699.583018082,408399.459598491,403640.26498097,416163.909384762,480429.222693984,487841.474356525,472323.205547287,485091.100598992,418106.792406674,439804.191801846,443571.808291004,466777.099054325,528938.472861535,544359.877776725,537686.729879956,545924.969814584,511660.700497326,508789.614425696,495771.881641176,533383.92334496,543753.717503402,588945.22322255
"Q3UJC3","Glycylpeptide N-tetradecanoyltransferase;Glycylpeptide N-tetradecanoyltransferase 1","Nmt1",0.0282096665984442,15,6,24,572928.071244624,547942.576377257,578264.173604939,575966.274593698,589990.868099717,557697.643428828,542237.754364917,565705.172136795,585068.841535288,582903.124271214,618127.343586905,587041.276870102,604017.254967135,597096.123781092,563715.760085637,582527.243862753,568235.059603526,588921.643773237,600718.36260743,591161.686611242,607638.397504542,570927.19727507,597984.684119538,582570.380216167
"Q0VGQ1","Very-long-chain 3-oxoacyl-CoA reductase","Hsd17b12",0.0163909630250905,21,18,24,642075.402500453,700280.092920661,661394.620433399,574669.112334032,563189.775030759,575907.649053376,669210.075804791,686112.772424271,698538.292590103,670858.412037875,667125.68236075,650209.464513903,687627.683578254,715700.19656328,747246.031291988,785085.512114792,660616.681014834,674631.982106647,665617.139389847,711387.254858845,651532.6522038,737142.069671058,746640.353640459,737941.912916457
"O70589-3","Peripheral plasma membrane protein CASK","Cask",0.0217378548075088,24,9,24,525466.322792887,526771.272443284,528967.216865644,527125.650464597,522946.009254561,506273.225605469,540589.164410223,543254.681105068,552457.19255127,542099.591542781,523665.947739645,504881.992674816,545211.207630441,537507.912359824,555653.424135619,548393.933637935,543829.02557526,584361.85109123,517560.692162594,554930.812603767,536996.996333224,579484.61819916,557848.307460792,592333.167223554
"O88271","Craniofacial development protein 1","Cfdp1",0.0194130821921156,21,12,24,213620.175882793,207677.463957082,201429.022241065,211422.396044582,211449.174796074,208581.8042848,217346.994118697,205764.025447108,202133.421534366,194717.107300087,192301.700332861,187704.338456351,194903.308636245,196874.161706829,211249.661130381,224072.272546682,205512.615799997,206190.905321272,200388.519399701,204057.048105639,206397.014852442,203946.491713703,208545.254602629,203342.159826288
"Q3TEL0","Palmitoyl-protein thioesterase 1","Ppt1",0.00353548331819426,21,9,24,412212.097380599,401881.413369265,416317.999870482,423945.293463921,423030.467868939,436254.250174264,430038.651090312,421667.289011312,390512.143256734,412100.686674822,408108.875008912,433411.623764077,417605.841644785,442784.348303643,427222.820326171,423653.550729424,429949.318127191,421161.817031483,432833.376855728,442082.45624116,442506.639922443,422251.83326466,448203.610375443,442940.004941879
"O88587-2","Catechol O-methyltransferase","Comt",0.00268266249127061,21,12,24,847758.587078721,875036.235752795,846042.81791167,814879.900300242,867487.86944613,847095.22742232,901424.877105809,877806.462306136,841354.517475263,840957.368899723,805768.147438562,848458.507093946,891277.638168858,862112.679102721,872828.884323894,896254.742887552,868294.195876373,880152.011955657,868071.026931072,855995.707686243,889396.007235972,888874.174773326,898834.007900393,888221.987523021
"Q3UGW4","ATP-dependent Clp protease proteolytic subunit;ATP-dependent Clp protease proteolytic subunit, mitochondrial","Clpp",0.0192534415183942,21,6,24,488244.7665672,496022.700099173,492837.457135072,489068.553112136,521225.412390288,496108.702995017,511339.970803405,496844.6364875,480058.248587793,506803.009259038,499753.928223429,525964.260777535,480550.874516717,506677.46486761,510845.331464631,509236.417856677,482635.548797219,500786.944640235,509931.725164743,523001.519155385,527009.093576891,525450.509925561,541264.950984814,523634.280894989
"O88967","ATP-dependent zinc metalloprotease YME1L1","Yme1l1",0.0294934389904431,21,15,24,191134.442905875,218404.10877368,197536.156021435,189047.750838091,191915.781119055,177975.640988491,209477.935388493,216856.693857093,210718.721498263,206556.792801644,203439.384160992,194658.904627009,214264.316907645,214594.023201232,220225.429772551,229168.462384757,197678.026043794,209336.751408745,203481.308812805,211199.587495255,207609.275579058,216973.208530791,213779.136349663,209745.110849421
"Q99KF5","Hypoxanthine-guanine phosphoribosyltransferase","Hprt;Hprt1",0.0477993455771089,9,15,24,729170.32863609,689758.575788052,703233.236468468,754182.678311279,683032.298583237,700491.940985446,678664.283144587,653045.524196339,699953.499122207,688958.706575138,749780.911415121,671890.212490174,692955.908950133,656677.73429441,654213.912635101,614086.43350434,684248.469954222,661273.912809862,669265.577499907,642786.591243767,652413.00772802,612338.431354334,654795.014210363,631111.882155183
"P02463","Collagen alpha-1(IV) chain;Arresten","Col4a1",0.0396012123353167,9,12,24,24138.5869758726,25345.6069173224,26739.4902345286,25522.8004067993,27056.3930887987,23952.7582365257,23725.7884553018,26892.1794716478,25580.9461453128,22651.6486073808,27264.7881390161,26487.0318927045,24025.120705445,26076.7531015238,24748.0709548728,24630.0914309162,24634.2026021319,26492.2182311033,26540.5165549193,25171.7856524664,24930.3432306401,26629.7585676702,22992.5756495977,26890.9758604717
"P04918","Serum amyloid A-3 protein","Saa3",0.0121354193803085,6,9,24,109137.33952198,99954.8903486278,90733.3400756436,94835.8610527755,85516.6938039073,85294.4453272386,91740.276434701,103394.941735333,85419.940930494,88531.6117775026,80101.0856516887,73006.4702912294,84358.7521362859,78614.6714218902,88163.4747679137,88407.772240677,93198.1181304096,100772.331024549,90432.1381122599,89957.1704360481,87844.9666416847,91671.5252201997,92039.7748311632,97422.2807780504
"P05202","Aspartate aminotransferase, mitochondrial","Got2",0.0137606465581692,9,9,24,2360983.70967389,2331345.70214627,2371793.17997276,2430477.47859041,2355379.04831047,2297882.80886634,2232163.19465099,2278691.54025668,2454962.96233005,2505454.14827614,2546378.13740501,2413400.04627663,2348695.64178267,2237719.644171,2382630.49627836,2336425.92298015,2360160.43106333,2259939.0883013,2475413.97020342,2317888.32507252,2452394.02415305,2314867.10883089,2445273.70836981,2298407.74135872
"P08030","Adenine phosphoribosyltransferase","Aprt",0.0192212209096671,15,15,24,519177.588974748,512617.202670602,509781.550124891,517691.677039351,536082.545790354,535525.882638756,527013.055974367,517705.913499526,526478.807266243,490513.093814751,545145.290912717,524827.807888111,553564.436401246,511726.871572196,530408.367230891,483033.849940787,531022.273117799,511457.774416978,535070.997245001,513970.884441457,530290.477355739,525925.709331776,530908.214326782,509813.695887328
"Q91V38","Endoplasmin","Hsp90b1",0.042148190635947,6,12,24,12503003.8870356,12626975.0251636,12251198.8050349,12131943.6956449,12541902.6239768,12348393.4961124,12388164.2814476,12392396.316181,11982594.6478983,12049025.726301,12000561.9640644,12006045.5489582,11549126.7358006,11635093.0854431,11808766.2819237,11856822.6889288,12025073.1728359,12148407.2761253,12183022.9444908,11810217.939493,11823627.3642574,11564309.5196745,11759058.9015655,11885487.2094569
"P08752","Guanine nucleotide-binding protein G(i) subunit alpha-2","Gnai2",0.000413060419135868,24,18,24,1126733.3397804,1172541.24410105,1156496.40745242,1135760.23305167,1116579.72574995,1109069.98508518,1176658.79631723,1205736.7594256,1180529.64074452,1181022.22487537,1109733.92628001,1139995.09378008,1186856.75045356,1133543.08488102,1214460.60949926,1224119.2972346,1191035.7309501,1192980.45112305,1167867.99078937,1152463.67082197,1135512.49354599,1168769.93572396,1181738.75974298,1218230.99150404
"Q58E64","Elongation factor 1-alpha;Elongation factor 1-alpha 1","Eef1a1",0.00699348157579636,9,15,24,12811908.1764942,12160832.9496766,12506918.7858178,12892866.7878365,12159648.6939659,12267368.754359,11916139.2472595,11747775.0798638,11837089.9793197,12127385.8932413,12184657.7167544,12254961.5614208,11527797.6433912,11938732.5052361,11648608.2783122,11637585.6177627,11682830.9274162,11583157.3721384,12357021.5215401,12300106.9816388,12192728.1868018,12270891.8131346,12068612.9606881,12142094.5602845
"P10649","Glutathione S-transferase Mu 1","Gstm1",0.00138665874984179,18,9,24,4131060.49089291,4212060.6904329,4276114.28956211,4398793.18030505,4379093.34927285,4539864.58400072,4313819.81025356,4360634.62680895,4303812.78168792,4443607.29758108,4494232.74250392,4650512.67794002,4544014.24438682,4725187.72872422,4435254.3522025,4552938.08355728,4340458.97314698,4408201.59214236,4387438.67727033,4657316.93719617,4589375.7074496,4850089.02026868,4572234.52563917,4829078.14230163
"Q920X8","Monocyte differentiation antigen CD14","CD14;Cd14",0.00451192359728797,21,15,24,306654.312094151,317845.888540939,321535.546336094,307013.022765343,303141.923289231,308604.113059942,315949.803054,320180.365741322,319703.693335226,315682.184018867,301485.564935734,304752.680880098,323194.596136931,314335.608614814,323472.611719596,333905.901899667,306529.296196823,316446.882379933,295725.038367644,303196.141394472,304391.675548068,310715.948873308,325605.978051538,314756.874137034
"Q3TN39","4F2 cell-surface antigen heavy chain","Slc3a2",0.000595078284635369,6,12,24,675015.4897808,697994.247521497,664175.924324352,633755.408717294,630260.023357132,603986.037686913,662039.99816579,672775.686544307,666243.037725539,683506.88278912,604672.073684109,621896.265617013,615117.11131723,615244.519527527,662460.775275193,676239.166621774,633274.599647786,637994.008491634,614059.112199072,612270.045715001,604202.293459453,596797.80420296,609512.813736726,625081.54508401
"Q8BSI9","Cadherin-2","Cdh2",0.00530322497729139,24,15,24,405628.79511623,425162.415116433,411430.520238108,394428.151801808,392866.185542418,394090.966159064,431524.975839883,419897.562401808,395862.558226379,387834.755948447,370437.672919961,364287.675509158,378609.599055847,373475.546348866,393482.188952923,401283.098688607,400643.839651648,398732.325992887,390873.998064299,398597.103295937,391383.296460296,388025.451041463,409653.580200642,418201.668909738
"P15920","V-type proton ATPase 116 kDa subunit a isoform 2","Atp6v0a2",0.000193467392346384,21,15,24,112072.031150454,119961.436259744,118058.526119114,110419.561451774,112282.218471426,112471.699881211,119285.09861314,119091.619662768,118825.272810743,114472.120559242,112983.564047373,105696.250894608,116121.075044388,112693.556403814,121458.850775773,123816.847018917,115244.707325567,118690.640589329,108119.279035051,112692.553352006,108648.368925552,122669.547440773,123087.365965825,113381.113846327
"Q3TX21","Protein CYR61","Cyr61",0.000447309274142513,24,15,24,147218.499753675,139281.267113277,132601.328837406,121701.238198541,115401.654217529,124428.302120823,138405.095482686,143215.63855231,149234.918576001,139137.507574524,131682.719849148,124476.917543038,129920.656211939,138772.955028889,143023.246119867,148783.826517189,143520.244894508,145015.759255445,144430.515771295,141567.592946707,140956.064735067,148410.75634863,154996.358819612,148653.657439224
"Q3V1F2","Syndecan;Syndecan-1","Sdc1",0.00917376437211283,24,15,24,116076.428741255,124169.253660969,120179.279709923,133271.150593042,108558.677978078,116717.271847649,103623.880101631,126279.763281569,124269.242846079,125404.346661361,118562.674843182,109040.140458627,113022.580161043,114474.351210048,120190.819185319,119717.084713011,118600.451555024,114923.937245186,120047.953071285,119277.936466235,111115.837670093,111314.465435004,115966.641194581,126069.434320268
"P19157","Glutathione S-transferase P 1;Glutathione S-transferase P 2","Gstp1;Gstp2",9.22618159007235e-05,18,9,24,3032033.73743955,2951693.685942,3044214.11895837,3159894.9550383,3128800.30966933,3223043.22443635,3131983.75786378,3064229.26778375,2959102.27479716,3065021.54288514,3020115.02194099,3216469.39173242,3161703.15381769,3215821.67163362,3079863.80634316,3110321.72778942,3100008.35027138,3093155.39943356,3150938.85290289,3103794.07903569,3205960.18955121,3110985.74159653,3176485.92047071,3117105.14849839
"Q3TWG9","Serpin H1","Serpinh1",0.0357548023990589,9,15,24,4923501.14940355,4645934.35755448,4971503.93644964,5270036.50948031,4666781.42347122,4823332.68829632,4625927.31353979,4452902.44724993,4602376.99400415,4643426.80633245,4792722.23776783,4557611.2292977,4462006.67936281,4498265.19778099,4611356.63111681,4478288.02830846,4596283.92201917,4500934.86320194,4691750.01144851,4495670.10477936,4504751.16611408,4270012.6778108,4474096.20440954,4579589.09953495
"Q8VEK8","Matrix Gla protein","Mgp",0.0342727407647809,3,15,24,162844.985437104,159948.26081432,156370.93293882,152301.675475101,147452.598641375,132861.84671919,139366.877036658,151677.977303661,161928.162858559,157592.26193569,147087.149082459,130216.478762437,130528.225790758,125666.083420734,142790.28823819,139000.824862441,146212.723583398,144719.096845612,145864.225045974,148274.439349975,147093.620351385,151841.471743993,146738.092181138,142172.361905117
"Q3U9G2","78 kDa glucose-regulated protein","Hspa5",0.00436152614404504,9,9,24,10611694.7622287,10402842.5106999,10493030.278927,10482329.5387601,10237239.3299276,10332661.0289174,10145419.0071773,10072312.8683602,10113468.8349048,10255628.542975,10278416.6751421,10028619.1223483,9799591.93020425,9929012.83250378,10124264.2966717,10005974.233691,10163350.0445935,10105503.4399926,10438905.3440046,10157625.2091839,9988183.81541419,9754961.94009148,9848772.61664112,10090774.9145428
"Q6ZWX2","Thymosin beta-4;Hematopoietic system regulatory peptide","Tmsb4x",0.00341897142277792,12,9,24,879291.125989113,954244.452011195,1012909.24747477,1027403.19376836,909507.664968238,887807.471935358,843923.730226513,892496.082232116,978480.053665515,1099777.13433831,983427.217191231,1040024.39248391,958322.00770789,1005708.93678393,961709.706393587,983038.717512904,1036668.77744773,1084846.25357106,1043429.10456747,1097612.35103674,1002621.59294811,1019126.08149522,879617.108249341,1027388.11129161
"Q3UPA1","Guanine nucleotide-binding protein subunit alpha-11","Gna11",0.0200197410106193,24,12,24,402564.318557306,401544.112308789,410038.432884312,397958.77410902,406644.296758065,400118.010290844,428031.78684935,421423.452619144,393041.318105187,415300.772216429,400238.91953603,393998.083532868,404648.745143264,427503.53487787,408654.534240104,428644.606894773,430972.100397684,427692.219477295,417176.250127401,421426.955496283,416034.45818243,428137.722674743,429152.601938049,442991.564827771
"Q5M9J9","Aldose reductase-related protein 1","Akr1b7",0.00137195067784413,9,12,24,115695.531799412,115640.063164817,121677.422884125,115771.294191637,117491.799048162,114349.806437614,112831.460048027,114287.104277049,121449.813255168,123346.180088061,127960.09153574,122234.476837241,119153.957398389,121913.812772187,114380.70560648,117413.31325634,123862.893102169,120282.152538799,123732.434620926,117291.649783469,120781.587728151,117575.528576982,115757.806749418,117931.85126626
"Q3UFK0","Embigin","Emb",0.0180865662748551,9,6,24,473060.180081447,474680.205044564,486578.390123342,500519.265735771,437909.355557064,458156.785716132,476709.022056166,482300.560511404,472644.997463517,467977.564157208,477494.989802403,461230.76340122,472468.646209514,470117.151893288,481849.144871048,475625.008758461,488730.173267348,481252.223570188,479176.978040855,471578.180742904,451380.573863541,451549.014001389,470997.418779659,475472.104654024
"Q3TCS3","Non-specific protein-tyrosine kinase;Tyrosine-protein kinase Lyn","Lyn",0.0328482142519837,24,9,24,45727.8295693091,50623.7979697119,48921.453365444,44174.0393224288,51170.6065574843,49984.0163469225,52158.0529222617,52744.4713837218,49038.8972198669,48312.2813364046,45846.8360677377,45268.5015970803,49250.5443746234,50354.263294604,50645.9579815336,48854.974811748,43358.5433324484,52860.2311790751,45113.7302900151,50071.0436020593,48469.9422282247,52832.6827404177,49369.7873073468,54812.243807193
"Q545R0","Catenin alpha-1","Ctnna1",0.0217503927769699,24,12,24,2731135.94117865,2735241.79394608,2689185.89909147,2620406.81862634,2698574.46591751,2643425.84171556,2833448.14768255,2754944.31191768,2704443.79004456,2701989.84431849,2628359.52875997,2694366.9629566,2649299.31893069,2697374.25127759,2706456.63527182,2729073.73477384,2624154.50657283,2630111.77991625,2578523.2728473,2595938.43761838,2592654.92795599,2619606.05533677,2639464.8552446,2661900.64795798
"P27601","Guanine nucleotide-binding protein subunit alpha-13","Gna13",0.0419559997041156,21,15,24,285027.087900655,285431.461870116,296802.623146578,270957.94303925,280842.549759562,274803.867444337,298158.10281186,290388.732189319,278170.356092473,277273.025812651,277380.396314329,262576.121851908,284314.407979701,289623.5505065,289894.955451572,285715.987110894,290691.277939799,302839.092574979,282742.80495156,289919.523731387,291645.953993512,302566.214977501,297747.720934637,310633.591283132
"P27641","X-ray repair cross-complementing protein 5","Xrcc5",0.045541339617596,12,9,24,488933.965521599,492003.619980763,485265.238327507,519969.616294053,492755.969692415,505803.334995917,477665.20051931,491974.401564954,484795.954167257,495210.975558308,490169.55639479,486634.386017685,500307.201211251,467110.611503085,477069.954422777,479464.397344012,496989.548137419,494693.478474532,473650.609771595,493212.986098927,475807.29502583,486366.182753179,464801.455377463,480956.22353282
"Q8CIC9","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","Mgat1",0.0412950120962341,21,18,24,103389.824187324,110479.03209861,109054.868786847,94400.9653010094,95977.9895454744,96254.1082574468,108557.051748428,107769.700372326,101642.979031387,101910.855047733,103165.57873838,101077.835820701,102217.456380083,107875.025907914,103565.553012236,112613.098585467,98811.1016889529,101615.598697728,96851.4471900246,98700.5875756097,91231.1823751175,103254.091515832,102933.14608083,96495.8484696788
"Q6P5I3","S-(hydroxymethyl)glutathione dehydrogenase;Alcohol dehydrogenase class-3","Adh5",0.0274528154402278,15,15,24,1267577.00270567,1203871.42626769,1273605.61379543,1252000.26908551,1296343.02417828,1311990.49244806,1268072.87952341,1268523.33973151,1275404.02270589,1251838.71232219,1319127.55795953,1324175.33990653,1326941.41474871,1294730.2745108,1278388.99349592,1287731.67449121,1302733.05722182,1320550.50108885,1343235.64079418,1305317.56437226,1354522.31990637,1304474.88286677,1316147.80874093,1293400.9362278
"Q545N7","Creatine kinase U-type, mitochondrial","Ckmt1",0.0286796073462654,21,6,24,139164.214463921,142236.785178315,140002.071239804,139834.113160348,141809.103937759,141936.301838862,142239.226639163,137665.81403763,140399.842143839,146370.118604858,150263.375224702,154317.2211718,153073.445078064,159151.93000595,150810.402979839,155384.049605591,136872.843755807,150023.017640629,147562.396246182,156847.937113611,149423.096902632,155445.499835511,163461.662455018,158383.55297653
"Q543J5","Antithrombin-III","Serpinc1",0.0137264077201139,3,6,24,65394.2744363299,55884.5996538085,47655.6179756702,50482.6848999851,49853.1348774932,45480.563792369,50690.6101124024,53192.9765618514,55269.8287334685,52585.2026146796,43355.9156556292,39852.9356787377,47369.1765901258,44344.2472400789,53113.6357175994,42285.6382560762,50486.7561091618,53114.032836246,42140.4468387256,49233.0607484011,44945.8283870823,51684.0287634697,44676.5937013666,53025.3345236186
"P35235","Tyrosine-protein phosphatase non-receptor type 11","Ptpn11",0.0463010336417066,21,9,24,964421.019088241,964331.244892792,974148.736809921,977835.348502292,988643.191812467,975503.311646811,976842.208450345,988196.441179971,966166.738884968,956455.319675987,957035.8038362,969713.398738491,955921.223008075,973275.590865722,992699.25701788,975681.090952513,946060.228653266,949210.709154182,963153.94262038,972011.508357176,968210.160228392,969613.179988015,922210.08345783,967231.765059424
"Q0PD54","Ras-related protein Rab-6A","Rab6a",0.0283159785540533,24,12,24,642714.48904041,700100.100696697,640580.091656259,605197.078417544,614692.86256394,614962.145845156,667923.742415368,680684.026433493,674398.209923812,667941.492511552,669999.73994584,640295.62767176,688501.84499744,687248.801566178,698693.311533656,710167.323813737,668596.838909725,678524.151218424,649961.28456327,692231.999065104,665085.833847648,731118.466760088,700243.771635067,700535.097698732
"Q0PD34","Ras-related protein Rab-22A","Rab22a",0.0444239996867106,24,9,24,90043.7831792192,98909.0875840249,90940.2549564932,83896.7369580701,93337.8156843108,93522.9859652435,98853.9803841349,102106.916619095,97557.6790739697,100526.928624395,97841.3780328552,93501.9099263866,99737.2157002804,97658.6060840811,103955.585880019,102501.971338811,93987.8194020538,105548.710029293,89465.1884519759,107651.948497841,89340.6476838811,112495.103707094,98691.0939472525,118518.516896617
"P35831","Tyrosine-protein phosphatase non-receptor type 12","Ptpn12",0.0267464252793186,21,18,24,222378.146592448,229108.563583829,221670.989886994,224295.833153389,221679.713848736,225245.337279896,231938.251065132,235939.694885568,222563.319652581,227438.327705099,222129.521740511,207781.327529513,221198.071113719,222324.876265386,223153.613775092,221220.894294105,226539.917438823,229882.019758369,227112.475159632,224903.276838462,222251.347685408,225215.115601452,233501.796511934,228405.406804269
"Q642K1","60S ribosomal protein L18","Rpl18",0.0313173335461783,9,15,24,165579.462510894,160107.206657268,166530.272795445,173692.44046948,171910.074444509,160245.540738429,168145.447263885,157795.049984299,185057.782712266,163515.304842325,176564.705680932,172861.833940692,175452.820797387,162565.954040945,172970.011537151,167038.178471096,163084.108244526,171089.287667157,194445.797595227,160222.25027579,179873.881016912,162188.396680792,158401.203132651,157671.198289206
"P37040","NADPH--cytochrome P450 reductase","Por",0.0342496971548685,24,12,24,1628837.96669394,1847141.37895966,1648640.46006573,1433970.88689915,1481161.16410056,1449713.21213863,1601035.56732734,1658616.46664728,1571859.66629579,1487195.07514165,1510469.26205665,1425827.43317891,1584156.73034927,1546845.10050748,1601033.39381248,1637494.25570871,1489215.02682205,1507239.39151029,1451711.55948069,1513079.44763495,1423004.29083947,1546805.15181565,1493547.5665271,1503026.66303823
"P37172","Activin receptor type-1;Receptor protein serine/threonine kinase","Acvr1",0.0254929843077914,24,9,24,29949.0605727475,35222.4062328274,29917.7606210399,30525.4300589726,31049.7254331721,31029.1455265022,31349.8635482971,33901.6832690131,30965.164883991,29493.7932605818,29246.491217455,28997.9755617739,29626.1862304007,30495.7139951792,31795.4761750173,33791.1063425571,29808.1823045538,34002.8329675544,30391.3258000851,33818.9517826281,27608.3218362494,31676.953646636,29941.4723982594,34238.3043482048
"Q3ULI4","Signal transducer and activator of transcription;Signal transducer and activator of transcription 3","Stat3",0.00261184084542923,12,12,24,1631931.60507767,1612338.93621144,1649145.65432861,1641901.40284012,1625639.58520355,1632394.64159273,1618754.18578968,1610052.69959604,1607478.82558425,1661215.3603094,1661760.13248153,1673055.77719204,1664909.86039871,1660424.43687072,1574815.42084674,1622704.24336997,1629577.00873997,1631986.10193654,1639148.8393404,1639978.25720962,1644542.74286207,1650910.01745813,1644997.8090465,1616275.37549441
"Q9DCW5","Cytochrome c oxidase subunit 6A, mitochondrial;Cytochrome c oxidase subunit 6A1, mitochondrial","Cox6a1",0.0181997645551084,12,12,24,670039.310028563,668481.924939361,676287.195921585,683626.701012981,684567.099015775,678518.428401784,664063.011284666,662314.222649698,709532.490676563,728718.392536418,742749.737359158,723893.19065454,687311.782616695,677223.630959397,674433.775975563,661465.418868953,680037.190829865,654579.357457543,693918.114643952,695129.485910088,710880.42656959,677376.976732542,701932.29233926,681944.973897399
"P43406","Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain","Itgav",0.000427726539998384,24,15,24,1116318.87462442,1148365.07951083,1150311.64283434,1116595.05741211,1110462.28486591,1105303.89691447,1181381.23238423,1193850.51488637,1205848.60199246,1193017.18571727,1170856.55384451,1112514.93151319,1153037.66320714,1176808.5056588,1266806.47999442,1275204.66273695,1199928.03830934,1231442.61520281,1173136.23340238,1175508.62774423,1165310.51167312,1174572.41211912,1222979.59833519,1273216.91329984
"P43407","Syndecan-2;Syndecan","Sdc2",0.000855453079996769,3,12,24,46484.8162401009,41763.02575878,42734.8686946059,43784.4068344489,40060.3639621513,42394.4630833794,42301.7271802609,37945.3959664625,44725.652108381,44979.774436496,41933.129296919,36945.8636130973,39958.0142355351,42153.816897771,46118.1083784076,49075.5633773349,46462.3857050809,46931.9034018046,41361.3581397747,41098.615565249,41578.6225117398,40853.0401559368,42154.4455593355,47033.3587851673
"P45377","Aldose reductase-related protein 2","Akr1b8",0.00707722475517911,9,15,24,1497386.51868387,1424594.69988419,1505009.85301732,1456502.88784248,1558639.56412307,1478187.05546472,1482389.155542,1436182.74818287,1504069.92677655,1450036.72304959,1559165.96254705,1485389.81301564,1565053.79308579,1460869.26018036,1432778.38117262,1393441.68693379,1450764.22204919,1390587.23578644,1525447.92903406,1439204.13949505,1464558.25584542,1374128.4300428,1364129.90659823,1349863.46253117
"P47791-2","Glutathione reductase, mitochondrial","Gsr",1.40919985651727e-05,9,15,24,1133999.53019928,1093034.10539536,1130498.21930946,1133536.39177171,1119262.64278542,1109000.5862419,1119069.33742867,1073432.29334513,1119997.36304787,1123106.51451979,1131233.30423304,1143178.16249189,1126112.27221466,1116343.1421584,1087538.03893472,1077925.32586144,1100113.5656391,1103597.73029224,1140682.36952433,1099289.30680638,1101771.03147123,1087153.2112121,1083548.84041139,1057860.64676509
"P47857","ATP-dependent 6-phosphofructokinase, muscle type;ATP-dependent 6-phosphofructokinase","Pfkm",0.0204313156566051,9,15,24,507792.679374599,495234.91838478,513306.239348507,506515.080760038,512313.762610306,498002.339340575,502567.610080869,498037.83485896,501704.224199124,503564.74838926,520216.328310328,508165.291865877,505841.033993857,505315.105506456,493876.266617367,490769.107816773,473422.279257927,490467.458596131,489260.168546454,491649.372003664,502511.249403389,503037.31157808,491051.777953075,480968.786153284
