"Uniprot_ID","Protein_names","Gene_names","pVal","phase","peak.shape","period","X1.KO1","X2.KO1","X3.KO1","X4.KO1","X5.KO1","X6.KO1","X7.KO1","X8.KO1","X9.KO2","X10.KO2","X11.KO2","missing_data","X13.KO2","X14.KO2","X15.KO2","X16.KO2","X17.KO3","X18.KO3","X19.KO3","X20.KO3","X21.KO3","X22.KO3","X23.KO3","X24.KO3"
"F8VPP8","","Zc3h7b;mKIAA1031",0.0468425207495273,6,18,24,204297.868241157,209619.07452628,202766.739682908,180660.565714454,201098.863219028,198725.800782394,204517.530708105,193658.263133075,202578.129608431,210037.262731777,198428.352653609,197789.771263948,197180.351821232,194774.032658336,197671.233457666,196247.24330927,201534.500634295,207160.648998338,205930.511147256,210385.118228262,189666.412515201,205677.181771436,208045.732152413,190780.088684185
"F8VPU2","FERM, RhoGEF and pleckstrin domain-containing protein 1","Farp1",2.85098267570164e-05,24,18,24,1105210.63463813,1085808.61320758,1008267.01455874,1038150.38298544,1016186.33392735,1013079.83868025,1130352.43133769,1109687.40625058,1132177.13062819,1115375.00862793,1044874.51806986,1057624.9304735,1069793.07277644,1021426.82028668,1118078.79604171,1148177.77695051,1118570.00399694,1104003.14853963,1068132.9130432,1055532.60343245,1094857.00860716,1051751.96470345,1102556.75589178,1145430.18330707
"F8VQ05","","Fryl",0.00137195067784413,6,12,24,81110.1599033423,88796.8832410434,76483.1154651708,80837.6318895622,74740.4767877578,77480.0136363381,80354.0050460157,80223.371660343,77864.8924947574,81787.7351076339,75544.1741360618,75046.6299242673,74571.8069476087,70454.2446988171,77638.8636761022,75099.5754470888,74086.7565352415,78863.1874531908,77819.7360236785,74591.0869747874,78129.6392367472,67232.755476864,73641.8987858598,75359.5443042507
"F8VQ28","Paxillin","Pxn",0.0441585425452048,6,18,24,583303.86129375,627098.665104631,622686.528194432,614506.271231186,606351.433424018,654533.763823726,583561.217594665,631269.476853588,618609.069119178,615110.913537363,632131.109641034,624045.164889438,616328.479085371,617898.634153772,613885.707001439,582489.017643684,599569.167184553,623703.272914483,618508.335104646,605104.31542795,592134.310014419,564991.052265255,594938.892239617,582427.29840787
"F8VQ52","Adenylate cyclase type 6","Adcy6",0.00255663263028529,24,9,24,68579.1030159439,70536.3586290606,61933.0064070395,67332.4405361034,63995.9377430645,63364.839237133,74468.2294762439,76382.0024503631,67182.7903923956,72930.1065997429,58014.1549532252,59183.9647798459,60300.3531747529,63010.273121107,65639.7824490573,65695.2736521221,65007.9452695798,65237.2570014493,61210.9216743611,63601.6437282341,67815.2623225805,65174.9375322102,66520.4023456326,69339.9702485853
"F8VQ95","Transforming acidic coiled-coil-containing protein 1","Tacc1",0.0243717267660664,15,12,24,400337.904199927,421985.820952077,419397.102341728,427936.715508468,433242.64499116,450303.587243313,411787.287862413,429918.088197884,430980.543096346,421791.414547069,433499.710075159,433409.571088729,433323.548458307,450973.75077496,420152.201214318,427953.984534515,408054.985047668,416286.077705857,429489.137036637,423100.335897681,436928.302161151,411088.923353184,418061.257793682,417871.464484493
"F8VQC1","Signal recognition particle subunit SRP72","Srp72",0.00706100943208214,3,9,24,1091692.77656218,1053631.90616974,1057643.52728001,1006377.91096379,1041594.65395967,1080421.20211122,1072485.72412053,1036679.15204661,1068410.42847479,1059223.49904862,1029327.95575457,1033553.60695106,1037586.28632281,1008445.06604774,1038544.48151163,1061515.27354109,1061739.18182846,1046894.95812041,978802.954253151,1029660.46287089,1031688.63632653,1066560.19102046,1030459.77286836,1036550.85353056
"F8VQC7","Kinectin","Ktn1",0.000128942355842047,3,15,24,2229998.75536718,2206636.28286776,2012734.29142591,2098884.12634719,2010497.0485242,1994479.32986394,2245214.55066336,2149372.89280505,2087728.11184057,2135267.66490448,1987066.02248315,1992321.06684897,1997336.13033299,1866734.74364661,2072072.06659722,2109115.46310499,2158113.09611512,2088589.99531285,2033179.58600633,1976965.83134661,1953076.46170773,1917836.20263062,2067511.37669083,1976072.72289241
"F8VQC9","Anion exchange protein;Sodium bicarbonate cotransporter 3","Slc4a7",0.0042267091201172,21,18,24,28550.8799169305,28252.4945094822,28159.1884666637,26523.2492150542,26284.9323604654,25352.2599068167,29446.9681936919,27160.826429667,25876.2368148634,29417.6063088883,28057.031586648,27102.2446503672,26191.0597457645,27195.5324231558,29056.8082716806,28570.730516658,27651.2182476484,28574.2748942249,27574.9313659771,28123.883644119,26783.6932823056,25973.486141377,28384.4716610276,29339.6701789903
"F8VQH0","Non-specific protein-tyrosine kinase;Abelson tyrosine-protein kinase 2","Abl2",0.0148893478710503,21,12,24,53403.8598822831,53669.5455572818,47865.9184875117,52896.4888777995,50041.4085327034,52481.3349701498,55087.67596293,55580.995597026,51445.0815683585,52934.9086318056,53318.4770284979,54488.1651033762,55604.4373065491,54504.0624267861,56168.2082518172,53791.6974484727,56012.3590851769,55630.3685698947,51402.837206979,58993.7851451124,56258.1490813932,57386.3848505991,58143.5452714595,57673.4390406384
"F8VQJ3","Laminin subunit gamma-1","Lamc1",0.0236644322676273,12,15,24,850429.824721516,905727.550826335,922045.314041608,958730.719255272,942503.794220292,955305.32168269,932257.000269684,975037.622650579,927323.901320108,966440.98855296,981097.186099602,973918.824531711,967068.275522398,1001091.28001194,923344.349539316,948601.26052456,936769.155896012,924338.845930685,965561.845210301,966344.525726809,973823.254991371,964807.530482363,949216.942847234,924796.955002993
"F8WHM5","Golgi apparatus protein 1","Glg1",0.00616999995648759,21,18,24,2093699.67152625,2153737.28258897,1864667.23342101,2035492.19787131,1901401.35273134,1872566.19799146,2291475.36467358,2199632.3827742,2175047.1351512,2312526.38493765,2044252.4892749,2066231.70989728,2087207.21059281,2028251.1508764,2215954.46264808,2314234.82767432,2363222.0957238,2299137.06461891,2169212.03458355,2166696.26989753,2238080.21006103,2223055.84129092,2353394.64346239,2334156.41389344
"F8WI90","Neuronal proto-oncogene tyrosine-protein kinase Src;Non-specific protein-tyrosine kinase","Src",0.0170245099485623,24,9,24,212044.081756365,214931.215889768,205407.009768865,217400.279157786,210875.2598254,212204.399360525,223083.84804919,221779.276103785,214213.62126413,222751.832345943,211608.757443712,212490.754803149,213332.474195488,212052.209893112,220729.866981736,231891.488326639,232953.965480385,228179.890376024,219881.215799158,217522.032909855,224684.725568604,223949.425403309,230095.009191452,234709.534333873
"F8WJ93","Echinoderm microtubule-associated protein-like 4","Eml4",0.000228015140979667,3,15,24,297763.334638314,295494.858723114,280753.953996651,282319.560346442,278974.318030972,274007.299776202,303831.486892144,282373.987699514,302917.733116218,295682.246996523,283775.549882442,282892.455765483,282049.689700991,271574.294252422,287115.267172543,280141.225616462,292131.946460185,290642.186701779,271769.323933615,276227.108490863,284099.012408914,272838.280981156,286295.720375185,277894.73310863
"G1UCX4","Protein SAAL1","Saal1",0.0190631840860898,9,15,24,107376.94897165,103992.375844615,109336.515955881,104209.614019063,107437.414041673,106817.952723174,103380.869320549,101363.518840046,100290.939273207,108397.911090762,103597.282019504,106118.531329154,108524.643336344,105459.697193461,101794.809005768,100757.155749735,96357.7503132083,104074.038227385,104294.57199749,101864.72889,102953.660406234,96498.6258980102,101105.398362767,98625.6372233954
"G3UZ60","Small ubiquitin-related modifier 3","Sumo3",2.57468870860847e-05,9,15,24,264513.241579045,259922.018609921,271224.30260906,259246.608004587,268291.413092542,260694.109788211,251842.109471459,252606.675717156,274995.437424051,245792.677922139,273880.534233886,270101.640854776,266495.317315662,259769.82406001,258462.398504111,236465.520796394,265024.050239711,255590.13031075,270747.400532391,259008.503872983,262192.618937265,253638.041888124,258306.065774455,251452.187158471
"G3UXZ5","Proteasome activator complex subunit 1","Psme1",0.0107030303608964,15,15,24,1657688.46721876,1639952.78913206,1804561.52012231,1809904.94633138,1811665.96957419,1860075.99593267,1779581.57128484,1828087.54949668,1803769.69165429,1808019.65951541,1995652.89422844,1962220.23073702,1930314.32886879,2001405.6391345,1831562.7946753,1803800.34238837,1827827.90986009,1820911.28067549,1927459.87393475,1875815.70974699,1949476.29577212,1899613.26129255,1891276.69940999,1903930.19808523
"G3UZY2","Thioredoxin, mitochondrial","Txn2",0.0266979226366788,18,12,24,388183.303588357,366339.470760303,402350.22895401,404416.718951681,398007.953768215,403144.662516283,393187.439814185,393175.022257025,366344.632472471,387770.358502873,405968.710054917,396318.281730875,387108.557259707,405087.476398413,364185.53333705,395859.853715039,385871.519993065,316855.041982685,381780.24388987,342489.237166412,363199.7163606,409737.842921648,390003.890531637,339903.711878796
"G3X8Q0","Transcription factor Sp1","Sp1",0.0456579996780082,6,9,24,22533.2203741047,22220.4567099711,25593.1126813907,21671.6258373788,20669.9502243703,20724.367311507,21634.4280493763,22320.4785330516,19223.1271360922,30816.6825213593,18169.6008298815,17489.2624301023,16839.992884883,27005.5185350218,19323.0631342069,28359.7048188367,22384.230280005,24262.784576335,22682.34468389,23330.2081190198,19313.4417200171,21811.5184744718,21162.3058655968,20489.1369515063
"G3X9T8","","Cp",0.00138665874984179,24,9,24,804944.728293826,833668.449810269,830932.564752423,859312.255756916,842264.354027562,849011.847621455,871105.091634441,909921.927720157,872288.692955511,859382.068412599,871424.10414945,884272.469704813,896534.091955812,873262.868302834,924712.884838689,903756.484836249,886972.453434395,873237.404133394,843750.490586569,845426.111994285,845732.085812547,873212.80886653,885177.284312085,906858.668047756
"Q9CQG4","Receptor expression-enhancing protein;Receptor expression-enhancing protein 5","Reep5",0.000870613615143076,24,9,24,414862.737724246,400914.247982854,345402.423118724,350708.596131263,346732.767988897,340191.205119641,429399.919558035,397692.890285875,412222.507815928,437918.239889172,367138.897757556,376960.333003571,386333.255063609,393088.360638912,409307.315753899,443304.422125855,384623.769108667,432973.069990308,358146.163894112,383172.349353403,364330.726849872,386126.86234648,381493.357619453,442953.330608865
"G3X8S8","tRNA-splicing endonuclease subunit Sen15","Tsen15",0.00565677330911082,12,6,24,20152.8516345901,20298.8626396852,21183.9018077857,20969.3682725577,20627.2933336387,20695.2386321108,20636.0438752834,20490.519128479,20814.2234833578,17936.7135944477,22591.1646882568,22843.0749211827,23083.4812284276,17489.1367896854,18797.5795964174,21162.8603180376,22631.3707753882,22114.594436597,21456.8195554909,22677.3606043353,26003.4207454302,19480.7531336005,19405.9353393615,20753.1393357956
"H3BIW0","Zinc finger CCCH domain-containing protein 18","Zc3h18",0.000843841935114586,9,12,24,278052.923818874,273376.470145363,281926.360625442,271785.467996909,273286.140636822,281870.844027649,259164.888187759,261252.422064413,259958.989676151,267062.147212685,267342.984172668,262151.984857702,257198.041694188,262838.075343241,240947.669104947,250791.440393508,267109.149793157,281899.167203236,272023.032464022,270705.581968716,259929.221488107,245730.16312494,256528.163062212,251614.350131525
"Q9D2D1","Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain","Ctsa",0.0396034892552824,18,9,24,824957.440964515,837137.77266203,886075.353462151,903810.705826218,928699.247208743,937333.67694221,880053.851923632,945661.794269556,890932.484438121,883647.879071539,937149.028137529,942791.091044851,948175.499185159,942459.026726784,910796.891517663,944868.544460787,923487.041818692,920577.07354246,956326.437258314,952520.201754767,941810.320095933,964845.827058402,943218.547414909,915997.779037783
"G3X8Y3","N-alpha-acetyltransferase 15, NatA auxiliary subunit","Naa15",0.00196695796697764,6,12,24,920119.397696751,892897.374085228,842888.096031828,845495.774070937,833651.600960238,815173.842525227,868074.535459025,823872.549271347,872657.217204569,879287.762023789,807343.820315011,817281.039991542,826764.458981591,774386.714346518,818079.396022498,825207.124543701,803864.512785202,882079.453174949,754117.172189448,802632.5005874,747431.906316859,781395.977504216,788545.020752853,797737.596187957
"G3X960","Rho GTPase-activating protein SYDE1","Syde1",0.000455550368715316,18,12,24,87192.3514556888,86069.0620546905,86136.271606171,87515.8823013015,89303.854467687,94489.7758782776,91989.5873552545,93731.8781301252,90053.378275329,88610.3121148657,91773.2020681125,92736.5901727019,93655.983458072,93369.4938381128,89756.7419879497,94124.0915990302,87953.2802324038,86373.1737600857,84126.1133606711,86821.2000618411,86926.6518739245,91814.3056194086,89604.2541000294,88962.3886883817
"G3X9L6","ATP synthase subunit d, mitochondrial","Gm10250;Atp5h",0.000944105356997802,21,15,24,1984537.31868696,1968068.89379249,1709202.00285226,1916515.39587789,1759954.41117036,1638628.35781664,2143339.7152032,2024102.71546387,2052449.4900339,2049206.1672046,1865956.51027768,1905801.57611908,1943827.04665915,1796784.44137445,2194980.44356804,2234963.39476663,2233005.19368105,2046297.06742189,2036604.74912491,1982721.87986855,2111509.02277518,2129633.94277113,2266456.36035511,2251675.52089578
"G3X9N1","Rho GTPase-activating protein 24","Arhgap24",0.0027329521220291,18,9,24,40997.8526996652,44351.6064758994,43694.6196444928,46187.9993391614,47565.6425383296,51350.4004868047,43937.3507376887,48652.2745462519,47029.0842357178,48585.8620736375,48789.5850725873,49647.3372554504,50465.9186700216,50487.1539041717,48467.7063263946,47668.1479994323,46884.9570653795,49631.5532385216,52670.1746228159,53015.1114435293,50447.8244250812,52492.936082564,49923.580674718,50339.1629415163
"G5E829","Plasma membrane calcium-transporting ATPase 1","Atp2b1",8.19065246838406e-05,24,9,24,1063744.89256895,1078064.39280946,983337.925706486,1043848.9191951,987721.861531435,1008504.85297417,1141369.87665581,1146506.16047763,1110673.15742263,1131810.73007388,1029062.6919494,1041926.73098585,1054203.31096074,1035070.36225852,1152461.05444557,1184495.14867337,1154056.02567316,1127284.48689177,1055143.07089205,1084773.65221191,1110746.07581602,1139882.0777726,1169595.98777904,1178267.06645718
"G5E881","Phosphatidate cytidylyltransferase, mitochondrial","Tamm41",0.00132769420436529,21,12,24,63107.4186593959,62467.9682002618,62394.2690685896,63951.4588215979,65003.1361291323,63020.0321893051,64805.2583073308,63669.2616299641,62847.7992902996,69377.2071476475,61354.0371377716,62597.150015659,63783.4939485374,65473.6487769351,67011.2583676963,69019.0701142232,67483.3390460455,62651.900295038,60572.7823099711,68288.833927541,69546.8225028416,68105.2452092017,70293.7883502872,66497.1538875647
"G5E8C4","Transmembrane and TPR repeat-containing protein 3","Tmtc3",0.00220801139417293,21,15,24,429838.360106301,430873.420156214,390004.964169821,411100.530083563,389838.012941225,406074.633810195,477918.344474091,459964.468058334,458107.782475853,452620.346050425,422577.612177315,432091.166533735,441170.267628744,387734.599123835,471582.448557995,465463.921767066,462685.56327717,461285.071179768,445968.516145977,444225.434756407,476087.62811769,424189.83299088,478036.877112077,474734.169244792
"Q9JM06","EGF-containing fibulin-like extracellular matrix protein 2","Efemp2",0.0165896970593894,18,9,24,662691.64064628,715178.147037673,780354.652375728,769047.742522395,820145.846412881,826929.99605264,762514.797622727,824221.75534488,819692.172663119,832382.00414026,875227.92837609,889268.194178606,902667.286446977,973656.865367709,850680.568755271,870966.883333645,815657.98273368,827541.850056678,902624.592939421,933281.886750104,899484.870249983,894267.449032422,863588.560957492,859738.037312453
"G5E8T0","DnaJ homolog subfamily C member 5","Dnajc5",0.0478444014297635,21,15,24,472119.103159262,470024.327873909,441164.943366211,473805.814467953,464476.939760779,472748.379819511,519469.832447741,515717.361338685,526833.497413781,479017.010126882,515203.817483818,514699.620252221,514218.448077659,464577.94657558,540501.66304866,517313.095299796,538068.0030363,509430.173787155,516558.497046755,490252.335015475,545580.608067968,520252.239579692,556220.633700823,568028.589324819
"G5E8T6","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3","Magi3",0.0455384969997425,6,9,24,137339.151411572,134040.586044518,129816.768405762,133507.593801628,135010.792795932,130258.120948704,133561.548079261,133063.87390069,138578.640383234,146851.214996059,125306.271631913,127572.196581466,129734.644066386,128385.626856739,129250.581803584,126042.363751617,135341.848768583,142619.629814771,132357.195890461,136678.47203695,125397.256138923,132147.057468239,135277.740634311,126566.208201053
"H3BJW3","Cleavage and polyadenylation specificity factor subunit 6","Cpsf6",0.00909988227755421,9,15,24,474983.550359369,459425.173436563,472650.502275761,451779.812256489,463059.915382071,451663.628712948,441977.772330068,440818.301069734,427827.655497023,426311.938404269,443521.427048186,437892.650323208,432520.921628262,433218.026422418,419410.60315315,397028.687009392,432545.477527777,448977.86673495,451866.208312844,449398.445278697,426715.044234335,407416.611583884,417874.35198609,424910.283682014
"H3BKH2","","Ctage5",0.00177248622827425,24,18,24,344124.617577264,358813.94611496,321484.845819268,348269.358298757,329910.083794384,329552.074540438,367011.321194656,360539.092382379,349428.832951565,385091.309834176,338529.270161171,336606.280336423,334771.107238182,329992.811582123,354820.083714031,356504.063337947,379282.87403027,366732.278831645,357503.224326459,337537.41702873,344155.102880607,313925.554051107,374207.976123788,348199.890122883
"H3BKQ3","","Evi5l",0.0212330586476265,6,12,24,32820.4626345228,38900.389122246,32995.8629736501,30483.410939304,33265.9234072444,33495.4506992712,33266.8885575419,31700.3685727444,33316.2712518627,35922.0710908122,36787.450737631,35501.0063218352,34273.309662254,33049.9592640016,33660.8115391499,36094.4065452769,35177.0868413238,40066.852349205,34844.0240398579,34761.5170890512,35214.7057982089,31412.5303639989,36854.6542915291,35659.8205555467
"H3BL08","Ceramide synthase 6","Cers6",0.0444506870035041,21,18,24,35636.7273822702,34661.4084356957,25704.6546180748,31853.6552346383,26196.4614977948,29683.2976233445,30597.5217682402,30833.635726445,26516.3456847484,26222.5859460945,27581.1672540858,26582.6444326627,25629.720919354,23594.6954926736,30548.8739624852,29171.1198331309,30511.6984609855,31351.2907485295,29028.4289377794,28360.2309227429,27118.1133183038,29969.2409177585,32045.8615187742,30435.6644451508
"H3BL26","Tetraspanin;Tetraspanin-6","Tspan6",0.0340265645093073,21,15,24,41238.3998844481,42826.1903824219,39606.1189582271,40900.6763300445,40135.4624406195,43332.6042848015,44745.1322154304,46805.1561546783,47775.1646083442,46894.6717450668,43426.8215889453,45361.5962665982,47208.0160416239,48122.553793558,48903.7862356434,47489.1887846837,45077.2929968989,47578.2287164634,45578.2694222297,44843.575797677,46353.5209779989,41242.3441662343,48667.8480974688,47802.9295144561
"H3BL37","Treacle protein","Tcof1",0.0268196899033109,6,18,24,1012080.7131742,999972.755691966,1011124.81001212,891866.806037869,930540.572230353,995564.577489103,939497.594986015,937952.397586535,984053.191434727,986312.240504261,1006101.65781442,990953.449594474,976497.011055882,977994.654962624,928905.913009867,914661.74795001,942004.242107788,954924.027867189,964133.65026806,932114.826354994,917412.236698193,908050.407042701,923997.49990987,880019.111588072
"H7BX88","Carnitine O-acetyltransferase","Crat",0.00493312835847721,21,12,24,144325.535158326,147270.299757141,147777.257944863,144943.921474021,146395.529600754,147339.908584415,154758.636604103,149542.434245514,142898.21631281,148351.577292498,141720.314332498,144703.446526491,147550.348720387,143115.489436007,154774.469153349,153102.153688707,157251.196532457,159640.235582461,142691.41296815,150832.939549675,153920.549671728,150608.712086661,159670.07819691,161703.362119626
"I1E4X7","Diphosphoinositol polyphosphate phosphohydrolase 1","Nudt3",0.012805750685944,9,15,24,160587.779574235,161325.238456967,161894.098644899,154121.827453851,160110.761784615,164099.77042483,155451.507431434,158371.761777148,160916.792027763,162213.946560542,166454.754946023,164919.022996148,163453.422957994,159269.575331124,160062.301901321,151414.880131227,182651.091784818,235623.140137925,192952.653027909,191287.171999682,168397.307280537,162809.684512047,174710.389526011,159527.958019101
"Z4YKT6","Dehydrogenase/reductase SDR family member 7B","Dhrs7b",0.0034244635912157,3,6,24,80140.4775740066,72192.8069697682,67364.9484788559,67085.8752415013,70992.5842435954,64200.4062792325,78735.8289629145,69413.8725556544,80919.3020525234,79810.1619630629,73327.7082857461,75652.9931262647,77872.0897278954,74743.8164845188,84404.2123502828,85667.7616036581,79550.7700824846,78721.7016000945,70196.7248074184,70324.6835930081,75964.7833004362,68851.3667742837,77537.130194789,80803.4448290797
"K4DI61","PHD finger protein 10","Phf10",3.15410238335056e-06,15,15,24,103290.347354655,99211.6899989977,107331.336941381,111265.94837366,111564.244561401,109335.12165019,105663.087209429,107657.942763728,101514.212247602,97890.2390568777,101866.75460769,104743.063523897,107488.020713646,103797.60894857,103701.32896457,101171.819292908,104347.560962587,94395.2552444156,108778.299807968,104819.353130626,110000.900317452,105739.758245159,109229.045252526,103671.497311533
"Q8BPG5","Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2","Rac1;Rac3;Rac2",0.00159096749318742,21,18,24,1012629.95442949,996699.997311842,944091.004198513,987752.232221312,969450.684691522,963307.253964075,1066763.0989507,1029176.18153467,1043909.84643499,1088388.69999898,1008723.5428539,1005888.38840858,1003182.70629812,993558.094692688,1031144.97864248,1059598.09389956,1061522.09277126,976718.968279915,978326.260948084,973955.346507444,1004628.55462088,1018439.75887271,1066612.6033981,1067932.72092447
"O08547","Vesicle-trafficking protein SEC22b","Sec22b",0.00168505752140787,3,15,24,517465.808968776,502324.981097809,443289.848763471,479855.543359826,453949.31842921,439687.679240742,543434.166233984,504595.253766209,523100.853155398,539218.250493715,471306.392823438,478927.271662325,486200.12960993,449331.509570054,515827.812482716,525891.222327301,544499.452973227,539365.66461876,487976.509157704,475196.235397513,502520.766562058,458182.900795362,520159.565529209,508798.672190135
"O08715","A-kinase anchor protein 1, mitochondrial","Akap1",0.00195566723483888,3,15,24,175531.68125095,165501.799444087,152293.493285204,156494.675623082,155908.971352889,147012.399326545,172237.241956242,154927.782249344,169857.316598573,170984.138331003,158514.299398679,159119.913899637,159697.871944842,149638.541909357,165070.566468039,166234.617406774,157696.968516914,162355.911406975,165773.533555988,159266.146766373,160098.864272902,144549.653527319,154162.946454459,162314.037017876
"O08736","Caspase-12;Caspase","Casp12",0.0175931057366048,21,12,24,209073.811171605,211977.8456116,207154.391277406,206828.761803706,218324.867789788,214442.696334332,218480.724591037,216897.839302937,210792.848305387,210986.578978714,200058.659646489,208704.032371599,216954.598882773,208704.926776333,209768.504623603,219553.24667678,213829.625660356,213678.838943567,215427.729852346,216859.007377309,215656.197335734,218464.10125765,221983.650942571,213884.960750186
"O08912","Polypeptide N-acetylgalactosaminyltransferase 1;Polypeptide N-acetylgalactosaminyltransferase 1 soluble form","Galnt1",0.0284703032237984,3,15,24,85310.9316254679,86329.09357352,75898.6007898174,79373.2401652612,71548.0947884738,68914.558819155,90604.303093699,79830.9132025686,82780.8050202946,79173.3680898304,71600.3396785512,72543.2481905456,73443.0971200853,68089.0917202502,79239.2044268877,79738.4226438685,73914.2191680079,75097.9723402215,67400.3034139361,72378.9503721136,75285.5487678816,73222.2943011685,73403.9652349093,72435.9632421704
"O08915","AH receptor-interacting protein","Aip",0.00398153861700246,15,9,24,600452.882583838,596190.761913163,607452.438229703,596342.313995938,625146.391647161,623360.110339229,581978.40433517,591803.344974366,597609.900507193,595729.62659185,610722.878146973,611544.993808045,612329.56610553,628727.031140893,596455.061161009,583683.005148983,604825.387234824,620984.952306126,637922.456580642,628839.920419408,609333.248421282,585444.456981197,606475.099736247,595803.172988798
"Q540I4","Flotillin-1","Flot1",0.0493926570963459,24,9,24,831364.346650911,837846.877657832,813029.459179195,856118.574888501,822230.289759268,842337.006732805,893975.203059806,898145.295918948,916952.101474587,914889.342788435,872039.473246189,882747.373864413,892966.279289867,902849.844391475,911024.156313255,939802.295763497,926458.972453612,931411.565838297,910612.540854373,911139.650050675,914770.019223694,891775.0865363,937833.077717258,952287.490360751
"Q3UH86","Numb-like protein","Numbl",0.0387892523712902,18,12,24,113195.695993396,112462.749974794,115533.157441112,118368.86412453,116196.734322145,120594.055585583,114892.610606912,115991.740758156,117303.275914384,114561.516504115,111457.98066015,113972.657873494,116372.497910762,117743.974322792,113033.512539451,111226.05086019,116027.112316396,115390.782671931,114713.698011523,128612.411195218,121260.923134994,127326.290320883,121202.995391461,122912.056962825
"Q3TPX5","Ras-related protein M-Ras","Mras",0.00499129944684465,21,15,24,131665.232503276,136913.517928515,134615.398661479,130406.869668534,135739.107234565,134814.106905225,151772.165461277,145291.026043965,129207.751892922,131534.601098395,133157.044304027,133872.831567097,134555.931140659,130451.124955255,145088.103066285,144438.866704533,136305.393531646,145205.05310475,134421.029759174,131291.288840575,137116.269026158,122456.097574791,146125.133601981,155625.212769503
"O08997","Copper transport protein ATOX1","Atox1",0.0184482426639578,15,15,24,529483.833694815,529395.470487084,555283.956367658,542863.136126191,548819.917720437,573575.736618696,513008.887876845,544244.597177953,556708.480243095,504755.619219818,570337.552777767,556584.246815052,543459.009858602,559834.800412217,533805.882855903,513767.569473719,510017.683539677,502719.397092799,529399.021857971,531453.747377879,548804.826880997,529837.151772992,520604.722854869,525666.930921089
"O09005","Sphingolipid delta(4)-desaturase DES1","Degs1",0.0231554910774858,24,18,24,60930.277339676,64333.8538665523,58143.4489592715,61969.2229618687,57321.2162031959,55900.6335428915,64130.1860925406,58992.577182226,70472.9784861059,64940.2676130598,62085.1012539921,61930.0603385969,61782.0996404183,59197.6866833402,67598.3761666317,67154.5931593361,60384.600602739,63095.7585898933,58268.0178746451,59028.0009472671,61855.4403432317,57275.5320680418,64614.8908695168,63292.3983362921
"Q5SWN9","Dual specificity mitogen-activated protein kinase kinase 3","Map2k3",0.00243116288271399,3,6,24,245801.480235138,237805.861698448,232337.033348715,229813.204095426,225302.590808271,228641.032581112,235005.00380187,229104.274278142,236712.251317051,230830.291231694,214284.961586686,220053.837163619,225559.266849019,214964.904512875,232354.778075626,234497.685873857,236210.015336046,228056.398125867,219283.490697122,219785.730032224,227279.215298448,223707.512995187,224749.952328518,224896.979801214
"O35071","Kinesin-like protein KIF1C;Kinesin-like protein","Kif1c",0.00354107754501999,24,9,24,211970.323493221,211728.947453122,208185.538141392,210432.570138259,211283.6300531,213190.829996536,219545.029928016,220433.787330316,215768.530605897,225036.341997427,211105.661301003,218689.227415603,225926.476590374,227236.741118059,222579.156344585,232376.919076053,225058.260641871,225180.595433939,214755.269943044,226186.094384691,219386.970631306,235444.198352843,230319.433948539,228108.033064435
"O35074","Prostacyclin synthase","Ptgis",0.00102759224486585,24,18,24,2264171.6263933,2212644.70935256,2014517.54723589,2211929.33884395,2057051.44402004,1996546.9591543,2437982.63495877,2268770.2507492,2275272.54300045,2419025.12507916,2170177.04236501,2195728.26489543,2220112.64572343,2075948.02654135,2437062.69165007,2470530.08278825,2456432.67629716,2340528.22078993,2274780.78032362,2196307.01554892,2335142.14726103,2194421.34039633,2383302.3646545,2471107.95441023
"O35075","Down syndrome critical region protein 3 homolog","Dscr3",0.0170245099485623,18,15,24,59215.7996869135,59250.4225499393,53606.861310175,59436.3467853346,59740.4593528038,74449.0003884121,61124.4663340341,74088.9326799907,68268.0652253975,64829.7882354443,62346.0445403002,62094.9503189032,61855.3227585794,63136.3479391045,67354.1649984368,64833.88646647,58551.340571609,58358.7793670515,58187.9983676638,63486.9637711611,63253.2535684376,66673.925787505,61773.5018493341,61892.3103187968
"Q3ULG4","26S proteasome non-ATPase regulatory subunit 4","Psmd4",0.000532145983948385,18,9,24,594514.984748881,593555.740978229,615141.834226799,622897.464891424,627337.864570081,620525.137378818,586235.182917687,599031.216951042,577190.191307131,589127.608246816,606843.199891983,601021.829001385,595466.30129353,628654.340860807,578304.525225536,578477.953157296,553193.973257545,538755.121670705,594201.929404485,630646.367046381,595920.011439284,647689.350251224,571731.446745133,565338.519119611
"O35245-3","Polycystin-2","Pkd2",0.00129719689501329,24,9,24,144684.242454709,150259.791613822,130472.351468956,146010.992149124,130116.358094934,136686.168340752,156549.581504097,153460.666834356,153834.957440016,158437.562040586,138015.341035231,143999.179840772,149709.756079304,131701.298250374,163762.144119573,166079.616299889,152213.994754391,145949.985842059,136262.758544998,139559.418171332,144479.828033583,140510.544327234,151817.736312335,153033.594953331
